250212,"select [indexMapID], [code], [type], [tableName], [fieldList], [foreignKey] from IndexMap where tableName = # order by [indexMapId]"
2019-01-01 00:04:00,42
2019-01-01 01:55:00,18
2019-01-01 02:06:00,42
2019-01-01 02:24:00,29
2019-01-01 02:25:00,13
2019-01-01 03:08:00,42
2019-01-01 03:41:00,42
2019-01-01 03:52:00,18
2019-01-01 04:10:00,42
2019-01-01 05:11:00,42
2019-01-01 08:05:00,18
2019-01-01 09:08:00,42
2019-01-01 10:49:00,18
2019-01-01 13:03:00,18
2019-01-01 16:25:00,1
2019-01-01 17:44:00,1
2019-01-01 19:34:00,42
2019-01-01 20:08:00,42
2019-01-01 20:10:00,42
2019-01-01 20:12:00,18
2019-01-01 21:55:00,42
2019-01-01 22:30:00,42
2019-01-01 23:08:00,42
2019-01-01 23:24:00,18
2019-01-01 23:57:00,19
2019-01-01 23:58:00,23
2019-01-02 00:29:00,42
2019-01-02 05:26:00,42
2019-01-02 05:33:00,42
2019-01-02 06:44:00,18
2019-01-02 07:29:00,42
2019-01-02 08:50:00,18
2019-01-02 10:51:00,42
2019-01-02 11:02:00,42
2019-01-02 16:17:00,18
2019-01-02 17:54:00,42
2019-01-02 20:11:00,42
2019-01-02 21:58:00,42
2019-01-02 22:42:00,18
2019-01-02 23:44:00,18
2019-01-03 00:14:00,42
2019-01-03 01:59:00,42
2019-01-03 02:44:00,42
2019-01-03 03:02:00,18
2019-01-03 03:41:00,42
2019-01-03 05:45:00,42
2019-01-03 11:06:00,42
2019-01-03 11:24:00,42
2019-01-03 14:31:00,42
2019-01-03 16:14:00,42
2019-01-03 18:21:00,1
2019-01-03 20:05:00,42
2019-01-03 20:08:00,42
2019-01-03 22:39:00,18
2019-01-04 00:29:00,42
2019-01-04 02:01:00,18
2019-01-04 02:03:00,42
2019-01-04 03:15:00,42
2019-01-04 03:38:00,42
2019-01-04 05:11:00,18
2019-01-04 06:31:00,1
2019-01-04 12:31:00,42
2019-01-04 12:32:00,42
2019-01-04 16:38:00,42
2019-01-04 17:32:00,48
2019-01-04 18:08:00,42
2019-01-04 20:13:00,16
2019-01-04 20:14:00,26
2019-01-04 21:33:00,18
2019-01-04 22:54:00,18
2019-01-05 00:11:00,42
2019-01-05 00:53:00,1
2019-01-05 00:54:00,4
2019-01-05 02:21:00,42
2019-01-05 02:45:00,18
2019-01-05 05:14:00,18
2019-01-05 06:01:00,42
2019-01-05 07:39:00,42
2019-01-05 11:47:00,42
2019-01-05 16:25:00,126
2019-01-05 18:23:00,1
2019-01-05 21:52:00,42
2019-01-05 22:02:00,18
2019-01-05 22:58:00,42
2019-01-06 00:48:00,42
2019-01-06 02:31:00,18
2019-01-06 04:28:00,18
2019-01-06 05:55:00,1
2019-01-06 07:10:00,42
2019-01-06 07:48:00,42
2019-01-06 10:25:00,42
2019-01-06 10:41:00,42
2019-01-06 10:42:00,42
2019-01-06 12:23:00,1
2019-01-06 13:00:00,42
2019-01-06 13:04:00,18
2019-01-06 14:29:00,18
2019-01-06 16:57:00,42
2019-01-06 21:05:00,42
2019-01-06 21:09:00,42
2019-01-06 21:26:00,126
2019-01-06 22:05:00,42
2019-01-06 22:14:00,42
2019-01-06 23:20:00,18
2019-01-06 23:52:00,42
2019-01-07 02:04:00,42
2019-01-07 04:00:00,18
2019-01-07 04:19:00,42
2019-01-07 05:54:00,49
2019-01-07 05:55:00,11
2019-01-07 07:04:00,42
2019-01-07 07:46:00,42
2019-01-07 07:56:00,18
2019-01-07 08:45:00,42
2019-01-07 09:22:00,18
2019-01-07 10:18:00,1
2019-01-07 12:17:00,18
2019-01-07 13:31:00,42
2019-01-07 13:43:00,42
2019-01-07 15:11:00,42
2019-01-07 15:32:00,18
2019-01-07 15:36:00,42
2019-01-07 16:02:00,18
2019-01-07 16:09:00,42
2019-01-07 19:36:00,18
2019-01-07 19:57:00,1
2019-01-07 21:14:00,42
2019-01-07 22:24:00,42
2019-01-07 23:18:00,18
2019-01-08 00:24:00,42
2019-01-08 00:48:00,84
2019-01-08 03:56:00,18
2019-01-08 06:08:00,42
2019-01-08 08:32:00,42
2019-01-08 09:22:00,42
2019-01-08 11:27:00,70
2019-01-08 12:32:00,42
2019-01-08 13:02:00,1
2019-01-08 16:40:00,18
2019-01-08 17:52:00,42
2019-01-08 21:21:00,42
2019-01-08 21:54:00,42
2019-01-08 22:11:00,18
2019-01-08 23:49:00,42
2019-01-08 23:54:00,42
2019-01-09 03:04:00,64
2019-01-09 04:54:00,18
2019-01-09 06:10:00,18
2019-01-09 06:30:00,42
2019-01-09 07:50:00,42
2019-01-09 08:33:00,42
2019-01-09 11:28:00,42
2019-01-09 13:40:00,42
2019-01-09 14:03:00,42
2019-01-09 16:44:00,42
2019-01-09 17:36:00,18
2019-01-09 20:52:00,42
2019-01-09 21:44:00,42
2019-01-09 22:02:00,1
2019-01-09 22:05:00,73
2019-01-09 22:06:00,11
2019-01-09 23:56:00,42
2019-01-10 00:18:00,42
2019-01-10 01:37:00,42
2019-01-10 02:04:00,42
2019-01-10 04:04:00,42
2019-01-10 05:30:00,1
2019-01-10 05:47:00,1
2019-01-10 05:48:00,42
2019-01-10 06:08:00,126
2019-01-10 09:17:00,42
2019-01-10 10:38:00,18
2019-01-10 10:39:00,104
2019-01-10 11:23:00,42
2019-01-10 11:29:00,84
2019-01-10 13:21:00,18
2019-01-10 15:25:00,10
2019-01-10 15:26:00,11
2019-01-10 15:27:00,12
2019-01-10 15:28:00,6
2019-01-10 15:29:00,12
2019-01-10 15:30:00,8
2019-01-10 15:31:00,11
2019-01-10 15:32:00,14
2019-01-10 15:33:00,6
2019-01-10 16:39:00,18
2019-01-10 17:21:00,18
2019-01-10 17:40:00,18
2019-01-10 17:55:00,42
2019-01-10 17:59:00,102
2019-01-10 18:00:00,18
2019-01-10 18:10:00,9
2019-01-10 18:13:00,42
2019-01-10 18:48:00,18
2019-01-10 19:18:00,42
2019-01-10 19:37:00,42
2019-01-10 19:38:00,42
2019-01-10 19:44:00,86
2019-01-10 21:52:00,18
2019-01-10 22:43:00,42
2019-01-10 22:45:00,42
2019-01-10 22:49:00,42
2019-01-10 22:53:00,42
2019-01-11 02:18:00,1
2019-01-11 02:45:00,42
2019-01-11 02:49:00,18
2019-01-11 03:49:00,18
2019-01-11 03:51:00,42
2019-01-11 05:03:00,18
2019-01-11 05:22:00,42
2019-01-11 09:19:00,42
2019-01-11 10:26:00,42
2019-01-11 12:51:00,1
2019-01-11 13:16:00,42
2019-01-11 14:41:00,42
2019-01-11 15:33:00,42
2019-01-11 16:16:00,18
2019-01-11 16:30:00,18
2019-01-11 16:57:00,32
2019-01-11 16:58:00,10
2019-01-11 17:37:00,42
2019-01-11 19:55:00,18
2019-01-11 20:00:00,1
2019-01-11 21:03:00,18
2019-01-11 22:20:00,18
2019-01-11 23:54:00,36
2019-01-12 01:16:00,49
2019-01-12 02:05:00,42
2019-01-12 06:54:00,42
2019-01-12 07:03:00,42
2019-01-12 07:38:00,1
2019-01-12 09:38:00,42
2019-01-12 10:51:00,18
2019-01-12 11:11:00,1
2019-01-12 11:14:00,42
2019-01-12 11:17:00,42
2019-01-12 11:21:00,42
2019-01-12 12:01:00,1
2019-01-12 13:15:00,42
2019-01-12 14:45:00,42
2019-01-12 15:14:00,42
2019-01-12 15:36:00,18
2019-01-12 15:43:00,18
2019-01-12 16:18:00,1
2019-01-12 17:23:00,42
2019-01-12 19:24:00,42
2019-01-12 21:14:00,2
2019-01-12 21:15:00,1
2019-01-12 21:16:00,2
2019-01-12 21:17:00,2
2019-01-12 21:18:00,1
2019-01-12 21:19:00,2
2019-01-12 21:21:00,2
2019-01-12 21:22:00,43
2019-01-12 21:23:00,1
2019-01-12 21:24:00,1
2019-01-12 21:48:00,18
2019-01-12 22:10:00,74
2019-01-12 22:11:00,10
2019-01-12 23:02:00,4
2019-01-12 23:51:00,62
2019-01-13 00:34:00,1
2019-01-13 01:53:00,42
2019-01-13 02:59:00,1
2019-01-13 03:31:00,42
2019-01-13 04:07:00,42
2019-01-13 04:35:00,42
2019-01-13 05:03:00,42
2019-01-13 06:04:00,42
2019-01-13 06:24:00,42
2019-01-13 06:38:00,42
2019-01-13 06:47:00,18
2019-01-13 07:21:00,42
2019-01-13 07:49:00,42
2019-01-13 08:30:00,42
2019-01-13 08:36:00,84
2019-01-13 08:38:00,42
2019-01-13 09:14:00,42
2019-01-13 09:49:00,42
2019-01-13 09:57:00,18
2019-01-13 10:03:00,18
2019-01-13 10:16:00,42
2019-01-13 10:44:00,42
2019-01-13 11:00:00,42
2019-01-13 11:38:00,18
2019-01-13 18:29:00,42
2019-01-13 20:42:00,42
2019-01-13 21:17:00,42
2019-01-13 23:15:00,18
2019-01-14 00:57:00,18
2019-01-14 02:36:00,42
2019-01-14 03:12:00,42
2019-01-14 04:33:00,42
2019-01-14 06:18:00,42
2019-01-14 08:38:00,18
2019-01-14 11:04:00,42
2019-01-14 13:01:00,18
2019-01-14 13:46:00,2
2019-01-14 13:47:00,27
2019-01-14 13:48:00,3
2019-01-14 16:03:00,21
2019-01-14 16:40:00,42
2019-01-14 17:16:00,18
2019-01-14 18:24:00,18
2019-01-14 18:40:00,42
2019-01-14 19:34:00,1
2019-01-14 19:46:00,4
2019-01-14 19:53:00,1
2019-01-14 19:56:00,18
2019-01-14 21:24:00,42
2019-01-14 21:45:00,42
2019-01-15 00:36:00,31
2019-01-15 00:37:00,11
2019-01-15 02:40:00,18
2019-01-15 02:50:00,18
2019-01-15 04:49:00,18
2019-01-15 06:15:00,1
2019-01-15 06:41:00,42
2019-01-15 07:32:00,7
2019-01-15 07:33:00,9
2019-01-15 07:34:00,8
2019-01-15 07:35:00,9
2019-01-15 07:36:00,8
2019-01-15 07:37:00,1
2019-01-15 10:44:00,42
2019-01-15 13:44:00,42
2019-01-15 14:03:00,23
2019-01-15 14:04:00,19
2019-01-15 15:32:00,18
2019-01-15 15:52:00,42
2019-01-15 15:57:00,42
2019-01-15 16:25:00,42
2019-01-15 16:48:00,42
2019-01-15 17:04:00,42
2019-01-15 18:18:00,18
2019-01-15 19:20:00,18
2019-01-15 19:31:00,18
2019-01-15 21:17:00,1
2019-01-15 22:09:00,18
2019-01-15 22:13:00,42
2019-01-15 23:10:00,42
2019-01-15 23:11:00,42
2019-01-15 23:12:00,42
2019-01-16 01:00:00,42
2019-01-16 06:04:00,3
2019-01-16 06:05:00,3
2019-01-16 06:06:00,3
2019-01-16 06:07:00,33
2019-01-16 07:54:00,1
2019-01-16 08:23:00,2
2019-01-16 13:34:00,18
2019-01-16 15:27:00,1
2019-01-16 17:06:00,42
2019-01-16 17:50:00,1
2019-01-16 19:21:00,1
2019-01-16 20:24:00,42
2019-01-16 22:22:00,42
2019-01-16 22:24:00,42
2019-01-16 23:11:00,1
2019-01-17 00:18:00,18
2019-01-17 00:26:00,42
2019-01-17 01:32:00,42
2019-01-17 03:19:00,42
2019-01-17 03:28:00,42
2019-01-17 05:14:00,84
2019-01-17 05:45:00,18
2019-01-17 05:48:00,42
2019-01-17 06:59:00,42
2019-01-17 07:53:00,18
2019-01-17 10:21:00,18
2019-01-17 10:39:00,42
2019-01-17 10:40:00,42
2019-01-17 10:41:00,42
2019-01-17 12:37:00,42
2019-01-17 13:31:00,18
2019-01-17 14:17:00,42
2019-01-17 16:15:00,42
2019-01-17 16:24:00,42
2019-01-17 16:58:00,42
2019-01-17 18:44:00,42
2019-01-17 19:18:00,42
2019-01-17 21:30:00,42
2019-01-17 23:20:00,18
2019-01-18 00:41:00,18
2019-01-18 06:42:00,42
2019-01-18 07:29:00,18
2019-01-18 07:58:00,18
2019-01-18 09:22:00,18
2019-01-18 10:18:00,42
2019-01-18 11:10:00,1
2019-01-18 14:38:00,42
2019-01-18 15:12:00,42
2019-01-18 15:31:00,42
2019-01-18 16:28:00,28
2019-01-18 16:29:00,14
2019-01-18 16:41:00,42
2019-01-18 16:42:00,42
2019-01-18 16:55:00,84
2019-01-18 18:33:00,18
2019-01-18 18:57:00,42
2019-01-18 19:41:00,42
2019-01-18 21:03:00,1
2019-01-18 21:41:00,42
2019-01-18 22:31:00,42
2019-01-18 23:57:00,42
2019-01-19 00:10:00,42
2019-01-19 00:11:00,42
2019-01-19 00:58:00,18
2019-01-19 02:49:00,1
2019-01-19 04:47:00,1
2019-01-19 06:01:00,42
2019-01-19 07:03:00,42
2019-01-19 13:24:00,42
2019-01-19 15:05:00,42
2019-01-19 15:17:00,1
2019-01-19 16:08:00,42
2019-01-19 16:42:00,42
2019-01-19 16:43:00,42
2019-01-19 17:43:00,18
2019-01-19 20:22:00,24
2019-01-19 20:23:00,18
2019-01-19 21:05:00,42
2019-01-19 21:54:00,42
2019-01-19 22:43:00,42
2019-01-20 01:20:00,18
2019-01-20 01:35:00,42
2019-01-20 02:37:00,42
2019-01-20 10:42:00,18
2019-01-20 14:30:00,42
2019-01-20 16:59:00,42
2019-01-20 22:23:00,42
2019-01-21 02:29:00,18
2019-01-21 04:01:00,42
2019-01-21 06:35:00,18
2019-01-21 07:24:00,18
2019-01-21 10:20:00,1
2019-01-21 10:43:00,59
2019-01-21 13:33:00,60
2019-01-21 13:39:00,42
2019-01-21 14:38:00,18
2019-01-21 15:58:00,18
2019-01-21 16:25:00,42
2019-01-21 16:44:00,42
2019-01-21 17:46:00,42
2019-01-21 21:03:00,18
2019-01-21 21:23:00,42
2019-01-22 00:15:00,42
2019-01-22 00:59:00,18
2019-01-22 01:07:00,84
2019-01-22 04:13:00,18
2019-01-22 04:23:00,42
2019-01-22 05:58:00,42
2019-01-22 07:25:00,42
2019-01-22 07:31:00,18
2019-01-22 08:03:00,42
2019-01-22 08:32:00,42
2019-01-22 09:40:00,18
2019-01-22 10:39:00,42
2019-01-22 10:59:00,1
2019-01-22 11:00:00,3
2019-01-22 11:29:00,42
2019-01-22 11:59:00,18
2019-01-22 12:11:00,42
2019-01-22 13:44:00,42
2019-01-22 14:38:00,42
2019-01-22 18:44:00,90
2019-01-22 20:25:00,60
2019-01-22 22:23:00,42
2019-01-22 23:36:00,42
2019-01-23 01:38:00,18
2019-01-23 03:33:00,18
2019-01-23 03:44:00,18
2019-01-23 03:54:00,18
2019-01-23 06:40:00,18
2019-01-23 09:54:00,42
2019-01-23 10:41:00,18
2019-01-23 11:42:00,42
2019-01-23 12:12:00,42
2019-01-23 12:33:00,42
2019-01-23 12:54:00,42
2019-01-23 16:05:00,42
2019-01-23 16:35:00,42
2019-01-23 16:37:00,42
2019-01-23 16:41:00,18
2019-01-23 17:55:00,18
2019-01-23 20:00:00,84
2019-01-23 20:11:00,42
2019-01-23 20:17:00,42
2019-01-23 21:00:00,42
2019-01-23 21:37:00,18
2019-01-23 21:40:00,42
2019-01-23 21:49:00,42
2019-01-24 00:51:00,42
2019-01-24 01:03:00,42
2019-01-24 02:39:00,1
2019-01-24 03:33:00,21
2019-01-24 03:34:00,21
2019-01-24 03:38:00,18
2019-01-24 05:35:00,1
2019-01-24 05:51:00,42
2019-01-24 07:45:00,42
2019-01-24 08:59:00,42
2019-01-24 10:02:00,18
2019-01-24 10:49:00,42
2019-01-24 10:59:00,42
2019-01-24 12:00:00,42
2019-01-24 12:25:00,42
2019-01-24 12:38:00,1
2019-01-24 12:41:00,42
2019-01-24 12:55:00,42
2019-01-24 13:04:00,42
2019-01-24 13:53:00,42
2019-01-24 16:36:00,42
2019-01-24 16:59:00,42
2019-01-24 17:34:00,42
2019-01-24 18:20:00,9
2019-01-24 18:21:00,11
2019-01-24 18:22:00,9
2019-01-24 18:23:00,8
2019-01-24 18:24:00,9
2019-01-24 18:25:00,8
2019-01-24 18:26:00,10
2019-01-24 18:27:00,12
2019-01-24 18:28:00,9
2019-01-24 18:29:00,5
2019-01-25 00:16:00,42
2019-01-25 02:07:00,42
2019-01-25 02:43:00,60
2019-01-25 02:45:00,42
2019-01-25 02:49:00,18
2019-01-25 03:10:00,84
2019-01-25 04:27:00,42
2019-01-25 06:39:00,18
2019-01-25 07:47:00,42
2019-01-25 09:03:00,42
2019-01-25 09:55:00,39
2019-01-25 09:56:00,3
2019-01-25 11:27:00,18
2019-01-25 12:35:00,42
2019-01-25 18:34:00,8
2019-01-25 18:35:00,34
2019-01-25 20:03:00,18
2019-01-25 20:36:00,42
2019-01-25 22:01:00,42
2019-01-25 23:57:00,42
2019-01-26 00:00:00,1
2019-01-26 00:01:00,41
2019-01-26 01:25:00,44
2019-01-26 03:09:00,18
2019-01-26 03:46:00,42
2019-01-26 03:52:00,42
2019-01-26 04:33:00,42
2019-01-26 04:35:00,18
2019-01-26 09:39:00,18
2019-01-26 10:18:00,42
2019-01-26 14:08:00,42
2019-01-26 17:34:00,42
2019-01-26 17:36:00,42
2019-01-27 00:26:00,42
2019-01-27 02:50:00,42
2019-01-27 03:24:00,84
2019-01-27 04:22:00,42
2019-01-27 04:23:00,42
2019-01-27 04:55:00,42
2019-01-27 05:48:00,42
2019-01-27 05:55:00,42
2019-01-27 08:00:00,86
2019-01-27 10:26:00,42
2019-01-27 11:00:00,18
2019-01-27 11:42:00,42
2019-01-27 12:40:00,42
2019-01-27 16:42:00,42
2019-01-27 19:48:00,42
2019-01-27 20:25:00,42
2019-01-27 20:28:00,42
2019-01-27 23:47:00,18
2019-01-27 23:57:00,18
2019-01-28 04:05:00,84
2019-01-28 05:47:00,42
2019-01-28 06:23:00,18
2019-01-28 08:34:00,18
2019-01-28 10:04:00,42
2019-01-28 10:48:00,42
2019-01-28 11:16:00,18
2019-01-28 14:15:00,42
2019-01-28 15:04:00,18
2019-01-28 17:33:00,42
2019-01-28 17:43:00,18
2019-01-28 20:42:00,42
2019-01-28 23:15:00,42
2019-01-28 23:40:00,42
2019-01-28 23:41:00,42
2019-01-28 23:42:00,42
2019-01-29 00:30:00,42
2019-01-29 01:51:00,18
2019-01-29 03:02:00,42
2019-01-29 03:51:00,18
2019-01-29 07:30:00,18
2019-01-29 09:56:00,42
2019-01-29 11:53:00,18
2019-01-29 14:24:00,5
2019-01-29 14:25:00,8
2019-01-29 14:26:00,8
2019-01-29 14:27:00,9
2019-01-29 14:28:00,8
2019-01-29 14:29:00,4
2019-01-29 15:50:00,42
2019-01-29 15:58:00,42
2019-01-29 16:42:00,42
2019-01-29 18:00:00,42
2019-01-29 18:18:00,42
2019-01-29 18:44:00,1
2019-01-29 19:54:00,18
2019-01-29 22:36:00,42
2019-01-29 23:51:00,1
2019-01-29 23:54:00,18
2019-01-30 02:12:00,42
2019-01-30 02:50:00,1
2019-01-30 03:29:00,1
2019-01-30 04:08:00,42
2019-01-30 05:26:00,42
2019-01-30 07:02:00,42
2019-01-30 07:46:00,18
2019-01-30 11:26:00,1
2019-01-30 11:46:00,42
2019-01-30 12:50:00,42
2019-01-30 14:33:00,84
2019-01-30 14:54:00,42
