13,select top # * from [LSA_#]
2019-05-26 17:17:00,1
2019-05-26 18:51:00,1
2019-05-27 00:19:00,1
2019-05-27 12:50:00,1
2019-05-27 14:09:00,1
2019-05-27 14:30:00,1
2019-05-27 14:57:00,1
2019-05-27 17:24:00,1
2019-05-29 01:10:00,1
2019-05-29 01:12:00,1
2019-05-29 11:35:00,1
2019-05-30 09:39:00,1
2019-05-31 15:05:00,1
