14,"SELECT objID, ra, dec, u, g, r, i, z FROM PhotoObj WHERE ra > # AND ra < # AND dec > # AND dec < #"
2019-06-01 22:54:00,1
2019-06-01 23:07:00,2
2019-06-01 23:13:00,1
2019-06-01 23:16:00,1
2019-06-01 23:17:00,1
2019-06-01 23:38:00,1
2019-06-01 23:42:00,1
2019-06-01 23:47:00,1
2019-06-01 23:50:00,1
2019-06-01 23:52:00,2
2019-06-01 23:53:00,1
2019-06-02 00:06:00,1
