5,"SELECT TOP # p.objid, p.ra, p.dec, p.u, p.g, p.r, p.i, p.z, p.run, p.rerun, p.camcol, p.field, FROM PhotoObj AS p WHERE p.u BETWEEN # AND # AND g BETWEEN # AND #"
2019-01-14 10:23:00,1
2019-03-07 23:40:00,1
2019-07-11 02:07:00,1
2019-07-11 02:08:00,1
2019-08-01 18:57:00,1
