30,"SELECT up_id, dbo.fGetNearestObjIdEq (up_ra, up_dec, up_sep) as objId FROM #upload WHERE dbo.fGetNearestObjIdEq (up_ra, up_dec, up_sep) IS NOT # SELECT TOP # p.ra, p.dec, p.run, p.rerun, p.camCol, p.field, p.obj, cast (str (p.ra, #, #) as float) as ra, cast (str (p.[dec], #, #) as float) as dec, p.r FROM ..PhotoObj AS p JOIN #x AS x ON x.objID = p.objID JOIN #upload AS u ON u.up_id = x.up_id WHERE (p.type = # OR p.type = #) ORDER BY x.up_id"
2019-01-07 13:12:00,1
2019-01-14 10:08:00,1
2019-01-14 14:37:00,1
2019-01-18 23:06:00,1
2019-01-18 23:13:00,2
2019-01-18 23:18:00,2
2019-02-02 19:49:00,1
2019-02-02 19:51:00,1
2019-02-02 19:57:00,1
2019-02-02 19:59:00,1
2019-04-04 12:56:00,1
2019-05-09 11:54:00,1
2019-05-12 18:23:00,1
2019-05-13 14:32:00,1
2019-09-06 14:27:00,1
2019-09-19 22:08:00,1
2019-09-30 07:16:00,1
2019-10-12 04:25:00,1
2019-10-12 04:35:00,3
2019-10-13 19:04:00,1
2019-10-13 19:06:00,1
2019-10-15 09:00:00,1
2019-11-12 14:11:00,1
2019-12-01 13:50:00,1
2019-12-01 13:51:00,2
