3,"SELECT ra, dec, petroMag_r, modelMag_g, modelMag_r, extinction_g, extinction_r, petroR5#_r, specObjID FROM Galaxy WHERE #< ra< # and #< dec< #"
2019-05-01 14:49:00,1
2019-05-01 14:50:00,1
2019-05-01 14:51:00,1
