2,"SELECT TOP # X, Y FROM DATA WHERE Y < # AND COS (X - Y) > # ORDER BY X DESC, RUNID ASC GROUP BY RUNID"
2019-04-24 12:44:00,1
2019-04-24 12:45:00,1
