7,"SELECT p.objid, p.ra, p.dec, p.petroMag_g, p.petroMagerr_g, p.extinction_g, p.petroMag_r, p.petroMagerr_r, p.extinction_r, p.probPSF, p.type into mydb.Ncas_NRGb3# FROM dbo.fGetNearbyObjEq (#, #, #) as b, PhotoObj as p WHERE b.objID = p.objID and p.petroMag_r - p.extinction_r < = #"
2019-01-17 15:41:00,1
2019-01-17 15:42:00,3
2019-01-17 15:44:00,2
2019-01-17 15:45:00,1
