10,"SELECT p.objid, p.ra, p.dec, p.g, p.r, p.type FROM PhotoObj AS p WHERE p.ra BETWEEN # AND # AND p.dec BETWEEN # AND #"
2019-08-28 09:30:00,1
2019-08-30 07:57:00,1
2019-08-30 08:03:00,1
2019-10-02 12:09:00,1
2019-10-11 11:38:00,1
2019-10-11 11:44:00,1
2019-10-15 08:16:00,1
2019-10-17 08:06:00,1
2019-10-21 11:56:00,1
2019-10-22 08:30:00,1
