24,select top # * from [Star]
2019-01-07 07:48:00,1
2019-02-21 12:42:00,1
2019-04-28 07:35:00,1
2019-04-28 08:30:00,1
2019-05-02 04:13:00,2
2019-05-02 12:59:00,3
2019-05-11 11:39:00,1
2019-05-12 02:26:00,1
2019-07-23 09:07:00,6
2019-09-24 10:56:00,4
2019-10-01 07:47:00,2
2019-11-07 07:20:00,1
