12,"SELECT ra, dec, z FROM SpecObj WHERE ra > # and ra < # AND dec > # and dec < # And class = #"
2019-08-21 14:09:00,1
2019-08-21 14:10:00,1
2019-08-22 08:41:00,1
2019-09-06 06:17:00,1
2019-09-06 07:48:00,1
2019-09-08 02:36:00,1
2019-09-08 06:17:00,1
2019-09-08 06:18:00,1
2019-09-09 05:06:00,1
2019-09-13 02:14:00,1
2019-09-13 02:18:00,1
2019-09-13 02:19:00,1
