7,"SELECT TOP # specObjID, z FROM SpecObj WHERE class = # AND z BETWEEN # and #"
2019-03-16 11:12:00,1
2019-05-07 22:56:00,1
2019-05-08 20:31:00,1
2019-05-08 20:48:00,1
2019-05-08 20:51:00,2
2019-10-30 15:08:00,1
