4,"select type, ra, dec, psfMag_r, psfMagErr_r, extinction_r, flags_r, clean FROM star WHERE ra BETWEEN # AND # AND dec BETWEEN # AND # AND (CLEAN = #)"
2019-09-24 01:43:00,1
2019-09-24 01:45:00,1
2019-09-24 01:58:00,1
2019-09-24 02:02:00,1
