5,"SELECT TOP # G.objID, GN.distance FROM Galaxy as G JOIN dbo.fGetNearbyObjEq (# # #, # # #, #) AS GN ON G.objID = GN.objID ORDER BY distance"
2019-12-14 16:35:00,2
2019-12-14 16:42:00,1
2019-12-14 16:57:00,1
2019-12-14 16:58:00,1
