22,"select specObjID, ra, dec, mstellar_median, z from stellarmasspcawiscbc0# where ra> # and ra< # and dec> # and dec< #"
2019-07-24 07:39:00,2
2019-07-24 07:45:00,2
2019-07-24 07:54:00,1
2019-07-24 07:55:00,1
2019-07-24 08:12:00,1
2019-07-24 08:13:00,5
2019-07-24 08:14:00,2
2019-07-24 09:35:00,2
2019-07-24 09:37:00,2
2019-07-24 09:39:00,2
2019-07-24 09:41:00,2
