5,select top # * from specObj where class = # and z > # and zWarning = #
2019-03-24 13:50:00,1
2019-10-02 08:18:00,1
2019-10-02 08:19:00,1
2019-10-07 12:52:00,1
2019-10-07 12:53:00,1
