18,select top # * from [CasjobsCombinedOutputBrief_SpecPhotoAll_MagSpace]
2019-09-03 14:03:00,1
2019-09-03 14:09:00,1
2019-09-03 14:15:00,1
2019-09-03 14:33:00,1
2019-09-03 14:36:00,1
2019-09-03 14:39:00,1
2019-09-03 14:42:00,1
2019-09-03 15:09:00,1
2019-09-03 15:11:00,1
2019-09-03 15:15:00,1
2019-09-03 15:17:00,1
2019-09-03 15:19:00,1
2019-09-03 15:21:00,1
2019-09-03 15:25:00,1
2019-09-03 16:24:00,1
2019-09-03 16:53:00,1
2019-09-03 16:56:00,1
2019-09-03 17:02:00,1
