4,"select PhotoObjAll.ra, PhotoObjAll.dec, PhotoZ.z, PhotoZ.zErr, PhotoZ.objID from PhotoZ, PhotoObjAll where PhotoZ.objID = PhotoObjAll.objID and PhotoObjAll.type = #"
2019-07-19 14:03:00,2
2019-07-19 14:07:00,2
