4,"SELECT s.specObjID, s.cx, s.cy, s.cz, s.htmID, s.fiberMag_u, s.fiberMag_g, s.fiberMag_r, s.fiberMag_i, s.fiberMag_z, s.primTarget FROM SpecObjAll AS s JOIN PhotoObj AS p ON p.objid = s.bestobjid WHERE p.specObjID = s.specObjID AND p.ra BETWEEN # AND # AND p.dec BETWEEN # AND # AND s.z< # AND p.type = # AND s.specclass = #"
2019-06-27 20:09:00,2
2019-06-27 20:40:00,2
