13,"SELECT TOP # s.plate, s.mjd, s.fiberid FROM ..SpecObj as s JOIN dbo.fGetNearbySpecObjEq (#, #, .#) AS b ON b.SpecobjID = S.SpecobjID WHERE s.zWarning = #"
2019-01-04 17:48:00,1
2019-01-05 01:21:00,1
2019-02-06 10:58:00,1
2019-02-12 03:28:00,1
2019-04-26 23:27:00,1
2019-06-30 08:44:00,1
2019-06-30 08:45:00,1
2019-06-30 08:46:00,1
2019-06-30 08:47:00,1
2019-09-19 17:56:00,1
2019-12-26 19:14:00,1
2019-12-26 19:16:00,1
2019-12-26 20:11:00,1
