2,"select TOP # plate, MJD, fiberID from SpecObj where class = # and waveMin < = # and waveMax > = # and snMedian_g > # and snMedian_g < # and subclass LIKE #"
2019-10-09 06:46:00,1
2019-10-09 06:58:00,1
