6,"SELECT p.objid, p.ra, p.dec, s.specobjid, s.class, s.z as redshift FROM PhotoObj AS p JOIN SpecObj AS s ON s.bestobjid = p.objid WHERE s.z > # AND s.z < #"
2019-12-13 16:10:00,1
2019-12-13 16:15:00,1
2019-12-13 16:59:00,1
2019-12-14 14:23:00,1
2019-12-14 14:25:00,1
2019-12-14 14:26:00,1
