4,"SELECT U.up_id, S.* FROM #upLoad U CROSS APPLY (SELECT Objid FROM dbo.fGetNearbyObjEq (U.up_ra , U.up_dec , U.up_sep) ) S SELECT TOP # p.ra, p.dec, cast (str (p.ra, #, #) as float) as ra, cast (str (p.[dec], #, #) as float) as dec, p.psfMag_u, p.psfMag_g, p.psfMag_r, p.psfMag_i, p.psfMag_z, p.mjd, p.obj, p.objID, p.specObjID FROM ..PhotoObj AS p JOIN #x AS x ON x.objID = p.objID JOIN #upload AS u ON u.up_id = x.up_id WHERE (p.type = # OR p.type = #) ORDER BY x.up_id"
2019-05-15 12:40:00,1
2019-05-15 12:45:00,3
