11260,"select p.ObjID, p.ra, p.dec, p.u, p.Err_u, p.g, p.Err_g, p.r, p.Err_r, p.i, p.Err_i, p.z, p.Err_z from photoObj p, dbo.fGetNearbyObjEq (#, #, #) n where p.objID = n.objID AND p.type = #"
2019-02-23 06:23:00,1
2019-02-23 06:29:00,1
2019-02-23 06:33:00,1
2019-02-23 09:04:00,1
2019-02-23 09:10:00,1
2019-02-23 09:14:00,1
2019-02-23 09:22:00,1
2019-02-24 00:24:00,1
2019-02-24 00:26:00,1
2019-02-24 00:29:00,1
2019-02-24 00:31:00,1
2019-02-24 00:34:00,1
2019-02-24 00:35:00,1
2019-02-24 00:37:00,1
2019-02-24 00:40:00,1
2019-02-24 00:41:00,1
2019-02-24 00:45:00,1
2019-02-24 00:47:00,1
2019-02-24 00:49:00,1
2019-02-24 00:52:00,1
2019-02-24 00:54:00,1
2019-02-24 00:57:00,1
2019-02-24 00:59:00,1
2019-02-24 01:01:00,1
2019-02-24 01:03:00,1
2019-02-24 01:05:00,1
2019-02-24 01:07:00,1
2019-02-24 01:09:00,1
2019-02-24 01:10:00,1
2019-02-24 01:13:00,1
2019-02-24 01:15:00,1
2019-02-24 02:20:00,1
2019-02-24 02:27:00,1
2019-02-24 02:35:00,1
2019-02-24 05:04:00,1
2019-02-24 05:06:00,1
2019-02-24 05:09:00,1
2019-02-24 05:12:00,1
2019-02-24 05:15:00,1
2019-02-24 05:17:00,1
2019-02-24 05:19:00,1
2019-02-24 05:20:00,1
2019-02-24 05:22:00,1
2019-02-24 05:29:00,1
2019-02-24 05:31:00,1
2019-02-24 06:16:00,1
2019-02-24 06:19:00,1
2019-02-24 06:27:00,1
2019-02-24 09:15:00,1
2019-02-24 09:20:00,1
2019-02-25 00:21:00,1
2019-02-25 00:25:00,1
2019-02-25 00:28:00,1
2019-02-25 00:29:00,1
2019-02-25 00:32:00,1
2019-02-25 00:34:00,1
2019-02-25 00:36:00,1
2019-02-25 00:38:00,1
2019-02-25 00:40:00,1
2019-02-25 00:42:00,1
2019-02-25 00:47:00,1
2019-02-25 00:48:00,1
2019-02-25 00:51:00,1
2019-02-25 00:53:00,1
2019-02-25 00:55:00,1
2019-02-25 00:58:00,1
2019-02-25 00:59:00,1
2019-02-25 01:03:00,1
2019-02-25 01:04:00,1
2019-02-25 01:06:00,1
2019-02-25 01:09:00,1
2019-02-25 01:11:00,1
2019-02-25 01:13:00,1
2019-02-25 01:15:00,1
2019-02-25 01:17:00,1
2019-02-25 01:20:00,1
2019-02-25 01:24:00,1
2019-02-25 05:05:00,1
2019-02-25 05:06:00,1
2019-02-25 05:09:00,1
2019-02-25 05:12:00,1
2019-02-25 05:15:00,1
2019-02-25 05:17:00,1
2019-02-25 05:18:00,1
2019-02-25 05:20:00,1
2019-02-25 05:22:00,1
2019-02-25 05:29:00,1
2019-02-25 05:30:00,1
2019-02-25 06:12:00,1
2019-02-25 06:29:00,1
2019-02-25 06:34:00,1
2019-02-25 06:38:00,1
2019-02-26 09:47:00,1
2019-02-26 09:48:00,1
2019-02-26 09:50:00,1
2019-02-26 09:52:00,1
2019-02-26 09:54:00,1
2019-02-26 09:56:00,1
2019-02-26 09:58:00,1
2019-02-26 10:00:00,1
2019-02-26 10:02:00,1
2019-02-26 10:04:00,1
2019-02-26 10:07:00,1
2019-02-26 10:09:00,1
2019-02-26 10:11:00,1
2019-02-26 10:13:00,1
2019-02-26 10:15:00,1
2019-02-26 10:18:00,1
2019-02-26 10:32:00,1
2019-02-26 10:33:00,1
2019-02-26 10:35:00,1
2019-02-26 10:36:00,1
2019-02-26 10:37:00,1
2019-02-26 10:38:00,1
2019-02-26 10:39:00,1
2019-02-26 10:41:00,1
2019-02-26 10:42:00,1
2019-02-26 10:43:00,1
2019-02-26 10:44:00,1
2019-02-26 10:46:00,1
2019-02-26 10:49:00,1
2019-02-26 10:51:00,1
2019-02-27 00:25:00,1
2019-02-27 00:26:00,1
2019-02-27 00:27:00,1
2019-02-27 00:31:00,1
2019-02-27 00:33:00,1
2019-02-27 00:35:00,1
2019-02-27 00:37:00,1
2019-02-27 00:41:00,1
2019-02-27 00:42:00,1
2019-02-27 00:44:00,1
2019-02-27 00:47:00,1
2019-02-27 00:49:00,1
2019-02-27 00:51:00,1
2019-02-27 00:53:00,1
2019-02-27 00:55:00,1
2019-02-27 00:58:00,1
2019-02-27 02:59:00,1
2019-02-27 03:08:00,1
2019-02-27 03:14:00,1
2019-02-27 03:21:00,1
2019-02-27 03:29:00,1
2019-02-27 03:35:00,1
2019-02-27 03:40:00,1
2019-02-27 03:47:00,1
2019-02-27 03:52:00,1
2019-02-27 04:30:00,1
2019-02-27 04:34:00,1
2019-02-27 04:42:00,1
2019-02-27 05:05:00,1
2019-02-27 05:07:00,1
2019-02-27 05:08:00,1
2019-02-27 05:12:00,1
2019-02-27 05:15:00,1
2019-02-27 05:17:00,1
2019-02-27 05:18:00,1
2019-02-27 05:20:00,1
2019-02-27 05:22:00,1
2019-02-27 05:28:00,1
2019-02-27 05:29:00,1
2019-02-27 05:43:00,1
2019-02-27 05:49:00,1
2019-02-27 05:55:00,1
2019-02-27 07:28:00,1
2019-02-27 07:35:00,1
2019-02-27 07:39:00,1
2019-02-27 08:01:00,1
2019-02-27 08:08:00,1
2019-02-27 08:12:00,1
2019-02-27 08:28:00,1
2019-02-27 08:35:00,1
2019-02-27 08:37:00,1
2019-02-28 00:18:00,1
2019-02-28 00:20:00,1
2019-02-28 00:23:00,1
2019-02-28 00:25:00,1
2019-02-28 00:28:00,1
2019-02-28 00:30:00,1
2019-02-28 00:32:00,1
2019-02-28 00:34:00,1
2019-02-28 00:37:00,1
2019-02-28 00:39:00,1
2019-02-28 00:41:00,1
2019-02-28 00:45:00,1
2019-02-28 00:47:00,1
2019-02-28 00:49:00,1
2019-02-28 00:51:00,1
2019-02-28 00:53:00,1
2019-02-28 05:03:00,1
2019-02-28 05:10:00,1
2019-02-28 05:11:00,1
2019-02-28 05:13:00,1
2019-02-28 05:15:00,1
2019-02-28 05:16:00,1
2019-02-28 05:18:00,1
2019-02-28 05:25:00,1
2019-02-28 05:26:00,1
2019-02-28 05:27:00,1
2019-02-28 05:28:00,1
2019-02-28 07:40:00,1
2019-02-28 07:48:00,1
2019-02-28 07:52:00,1
2019-02-28 08:24:00,1
2019-02-28 08:29:00,1
2019-02-28 08:35:00,1
2019-03-01 00:20:00,1
2019-03-01 00:21:00,1
2019-03-01 00:25:00,1
2019-03-01 00:27:00,1
2019-03-01 00:29:00,1
2019-03-01 00:31:00,1
2019-03-01 00:33:00,1
2019-03-01 00:36:00,1
2019-03-01 00:38:00,1
2019-03-01 00:40:00,1
2019-03-01 00:43:00,1
2019-03-01 00:45:00,1
2019-03-01 00:48:00,1
2019-03-01 00:50:00,1
2019-03-01 00:52:00,1
2019-03-01 00:55:00,1
2019-03-01 05:02:00,1
2019-03-01 05:09:00,1
2019-03-01 05:10:00,1
2019-03-01 05:11:00,1
2019-03-01 05:12:00,1
2019-03-01 05:14:00,1
2019-03-01 05:21:00,1
2019-03-01 05:22:00,1
2019-03-01 05:23:00,1
2019-03-01 05:24:00,1
2019-03-01 05:31:00,1
2019-03-02 00:15:00,1
2019-03-02 00:18:00,1
2019-03-02 00:21:00,1
2019-03-02 00:23:00,1
2019-03-02 00:25:00,1
2019-03-02 00:27:00,1
2019-03-02 00:31:00,2
2019-03-02 00:34:00,1
2019-03-02 00:38:00,1
2019-03-02 00:40:00,1
2019-03-02 00:42:00,1
2019-03-02 00:45:00,1
2019-03-02 00:47:00,1
2019-03-02 00:49:00,1
2019-03-02 00:51:00,1
2019-03-02 03:41:00,1
2019-03-02 03:49:00,1
2019-03-02 03:57:00,1
2019-03-02 04:02:00,1
2019-03-02 04:09:00,1
2019-03-02 04:12:00,1
2019-03-02 05:01:00,1
2019-03-02 05:08:00,1
2019-03-02 05:09:00,1
2019-03-02 05:10:00,1
2019-03-02 05:12:00,1
2019-03-02 05:13:00,1
2019-03-02 05:20:00,1
2019-03-02 05:21:00,1
2019-03-02 05:23:00,1
2019-03-02 05:24:00,1
2019-03-02 05:31:00,1
2019-03-02 06:01:00,1
2019-03-02 06:06:00,1
2019-03-02 06:15:00,1
2019-03-02 09:11:00,1
2019-03-02 09:19:00,1
2019-03-02 09:23:00,1
2019-03-03 00:18:00,1
2019-03-03 00:19:00,1
2019-03-03 00:23:00,1
2019-03-03 00:25:00,1
2019-03-03 00:27:00,1
2019-03-03 00:29:00,1
2019-03-03 00:31:00,1
2019-03-03 00:34:00,1
2019-03-03 00:36:00,1
2019-03-03 00:38:00,1
2019-03-03 00:41:00,1
2019-03-03 00:44:00,1
2019-03-03 00:46:00,1
2019-03-03 00:48:00,1
2019-03-03 00:50:00,1
2019-03-03 00:53:00,1
2019-03-03 00:55:00,1
2019-03-03 00:58:00,1
2019-03-03 01:00:00,1
2019-03-03 01:01:00,1
2019-03-03 01:04:00,1
2019-03-03 01:06:00,1
2019-03-03 01:08:00,1
2019-03-03 01:10:00,1
2019-03-03 05:05:00,1
2019-03-03 05:06:00,1
2019-03-03 05:07:00,1
2019-03-03 05:09:00,1
2019-03-03 05:15:00,1
2019-03-03 05:16:00,1
2019-03-03 05:17:00,1
2019-03-03 05:18:00,1
2019-03-03 05:21:00,1
2019-03-03 05:28:00,2
2019-03-03 08:06:00,1
2019-03-03 08:09:00,1
2019-03-03 08:13:00,1
2019-03-03 09:13:00,1
2019-03-03 09:18:00,1
2019-03-04 00:13:00,1
2019-03-04 00:16:00,1
2019-03-04 00:19:00,1
2019-03-04 00:21:00,1
2019-03-04 00:23:00,1
2019-03-04 00:26:00,1
2019-03-04 00:27:00,1
2019-03-04 00:29:00,1
2019-03-04 00:32:00,1
2019-03-04 00:34:00,1
2019-03-04 00:37:00,1
2019-03-04 00:39:00,1
2019-03-04 00:42:00,1
2019-03-04 00:44:00,1
2019-03-04 00:46:00,1
2019-03-04 00:49:00,1
2019-03-04 00:50:00,1
2019-03-04 00:53:00,1
2019-03-04 00:55:00,1
2019-03-04 00:57:00,1
2019-03-04 01:00:00,1
2019-03-04 01:01:00,1
2019-03-04 01:04:00,1
2019-03-04 01:06:00,1
2019-03-04 03:40:00,1
2019-03-04 03:44:00,1
2019-03-04 03:46:00,1
2019-03-04 05:05:00,1
2019-03-04 05:06:00,1
2019-03-04 05:07:00,1
2019-03-04 05:09:00,1
2019-03-04 05:13:00,1
2019-03-04 05:14:00,1
2019-03-04 05:16:00,1
2019-03-04 05:22:00,1
2019-03-04 05:23:00,1
2019-03-04 05:25:00,1
2019-03-04 05:26:00,1
2019-03-04 05:48:00,1
2019-03-04 05:54:00,1
2019-03-04 06:00:00,1
2019-03-05 00:13:00,1
2019-03-05 00:16:00,1
2019-03-05 00:19:00,1
2019-03-05 00:21:00,1
2019-03-05 00:23:00,1
2019-03-05 00:25:00,1
2019-03-05 00:27:00,1
2019-03-05 00:30:00,1
2019-03-05 00:31:00,1
2019-03-05 00:34:00,1
2019-03-05 00:36:00,1
2019-03-05 00:38:00,1
2019-03-05 00:42:00,1
2019-03-05 00:44:00,1
2019-03-05 00:46:00,1
2019-03-05 00:48:00,1
2019-03-05 04:35:00,1
2019-03-05 04:40:00,1
2019-03-05 04:47:00,1
2019-03-05 05:02:00,1
2019-03-05 05:05:00,1
2019-03-05 05:07:00,1
2019-03-05 05:10:00,1
2019-03-05 05:18:00,1
2019-03-05 05:19:00,1
2019-03-05 05:20:00,1
2019-03-05 05:21:00,1
2019-03-05 05:22:00,1
2019-03-05 05:24:00,1
2019-03-05 05:30:00,1
2019-03-05 05:33:00,1
2019-03-05 05:36:00,1
2019-03-05 05:59:00,1
2019-03-05 06:01:00,1
2019-03-05 06:07:00,1
2019-03-06 00:14:00,1
2019-03-06 00:16:00,1
2019-03-06 00:20:00,1
2019-03-06 00:21:00,1
2019-03-06 00:23:00,1
2019-03-06 00:26:00,1
2019-03-06 00:28:00,1
2019-03-06 00:30:00,1
2019-03-06 00:32:00,1
2019-03-06 00:34:00,1
2019-03-06 00:38:00,1
2019-03-06 00:40:00,1
2019-03-06 00:43:00,1
2019-03-06 00:45:00,1
2019-03-06 00:47:00,1
2019-03-06 00:49:00,1
2019-03-06 00:52:00,1
2019-03-06 01:00:00,1
2019-03-06 01:07:00,1
2019-03-06 05:00:00,1
2019-03-06 05:08:00,1
2019-03-06 05:09:00,1
2019-03-06 05:11:00,1
2019-03-06 05:13:00,1
2019-03-06 05:15:00,1
2019-03-06 05:16:00,1
2019-03-06 05:18:00,1
2019-03-06 05:25:00,1
2019-03-06 05:26:00,1
2019-03-06 05:27:00,1
2019-03-06 05:37:00,1
2019-03-06 05:44:00,1
2019-03-06 05:46:00,1
2019-03-07 00:13:00,1
2019-03-07 00:14:00,1
2019-03-07 00:17:00,1
2019-03-07 00:19:00,1
2019-03-07 00:21:00,1
2019-03-07 00:24:00,1
2019-03-07 00:26:00,1
2019-03-07 00:28:00,1
2019-03-07 00:30:00,1
2019-03-07 00:33:00,1
2019-03-07 00:35:00,1
2019-03-07 00:37:00,1
2019-03-07 00:40:00,1
2019-03-07 00:42:00,1
2019-03-07 00:45:00,1
2019-03-07 00:47:00,1
2019-03-07 00:52:00,1
2019-03-07 00:58:00,1
2019-03-07 01:05:00,1
2019-03-07 05:04:00,2
2019-03-07 05:06:00,1
2019-03-07 05:13:00,1
2019-03-07 05:14:00,1
2019-03-07 05:15:00,1
2019-03-07 05:16:00,1
2019-03-07 05:17:00,1
2019-03-07 05:24:00,1
2019-03-07 05:25:00,1
2019-03-07 05:26:00,1
2019-03-07 05:34:00,1
2019-03-07 05:37:00,1
2019-03-07 05:40:00,1
2019-03-07 08:35:00,1
2019-03-07 08:41:00,1
2019-03-07 08:47:00,1
2019-03-07 08:51:00,1
2019-03-07 08:57:00,1
2019-03-07 09:01:00,1
2019-03-08 00:11:00,1
2019-03-08 00:13:00,1
2019-03-08 00:15:00,1
2019-03-08 00:18:00,1
2019-03-08 00:20:00,1
2019-03-08 00:22:00,1
2019-03-08 00:24:00,1
2019-03-08 00:26:00,1
2019-03-08 00:29:00,1
2019-03-08 00:31:00,1
2019-03-08 00:34:00,1
2019-03-08 00:36:00,1
2019-03-08 00:38:00,1
2019-03-08 00:41:00,1
2019-03-08 00:43:00,1
2019-03-08 00:46:00,1
2019-03-08 05:03:00,1
2019-03-08 05:04:00,1
2019-03-08 05:05:00,1
2019-03-08 05:12:00,1
2019-03-08 05:13:00,1
2019-03-08 05:14:00,1
2019-03-08 05:16:00,1
2019-03-08 05:17:00,1
2019-03-08 05:24:00,1
2019-03-08 05:25:00,1
2019-03-08 05:26:00,1
2019-03-09 00:09:00,1
2019-03-09 00:12:00,1
2019-03-09 00:14:00,1
2019-03-09 00:17:00,1
2019-03-09 00:19:00,1
2019-03-09 00:21:00,1
2019-03-09 00:23:00,1
2019-03-09 00:25:00,1
2019-03-09 00:27:00,1
2019-03-09 00:29:00,1
2019-03-09 00:33:00,1
2019-03-09 00:35:00,1
2019-03-09 00:37:00,1
2019-03-09 00:40:00,1
2019-03-09 00:42:00,1
2019-03-09 00:44:00,1
2019-03-09 00:46:00,1
2019-03-09 00:48:00,1
2019-03-09 00:52:00,1
2019-03-09 00:54:00,1
2019-03-09 00:56:00,1
2019-03-09 00:58:00,1
2019-03-09 01:00:00,1
2019-03-09 01:02:00,1
2019-03-09 01:05:00,1
2019-03-09 01:11:00,1
2019-03-09 01:19:00,1
2019-03-09 05:04:00,1
2019-03-09 05:05:00,1
2019-03-09 05:06:00,1
2019-03-09 05:08:00,1
2019-03-09 05:15:00,1
2019-03-09 05:16:00,1
2019-03-09 05:17:00,1
2019-03-09 05:18:00,1
2019-03-09 05:19:00,1
2019-03-09 05:27:00,1
2019-03-09 05:28:00,1
2019-03-09 05:46:00,1
2019-03-09 05:51:00,1
2019-03-09 06:51:00,1
2019-03-09 06:55:00,1
2019-03-09 07:03:00,1
2019-03-09 09:13:00,1
2019-03-09 09:18:00,1
2019-03-24 03:01:00,1
2019-03-24 03:09:00,1
2019-03-24 03:12:00,1
2019-03-24 03:16:00,1
2019-03-24 03:20:00,1
2019-03-24 03:24:00,1
2019-03-24 03:29:00,1
2019-03-24 03:33:00,1
2019-03-24 03:38:00,1
2019-03-24 03:40:00,1
2019-03-24 03:44:00,1
2019-03-24 04:14:00,1
2019-03-24 04:19:00,1
2019-03-24 04:26:00,1
2019-03-24 04:56:00,2
2019-03-24 04:58:00,1
2019-03-24 05:05:00,2
2019-03-24 05:06:00,1
2019-03-24 05:08:00,1
2019-03-24 05:09:00,1
2019-03-24 05:16:00,1
2019-03-24 05:17:00,1
2019-03-24 05:18:00,1
2019-03-24 06:29:00,1
2019-03-24 06:33:00,1
2019-03-24 06:39:00,1
2019-03-24 06:41:00,1
2019-03-24 06:47:00,1
2019-03-24 06:49:00,1
2019-03-24 06:50:00,1
2019-03-24 06:58:00,1
2019-03-24 06:59:00,1
2019-03-24 07:27:00,1
2019-03-24 07:31:00,1
2019-03-24 07:33:00,1
2019-03-24 07:37:00,1
2019-03-24 07:38:00,1
2019-03-24 07:46:00,1
2019-03-24 07:48:00,1
2019-03-24 07:50:00,1
2019-03-24 07:57:00,1
2019-03-24 08:09:00,1
2019-03-24 08:10:00,1
2019-03-24 08:18:00,1
2019-03-24 08:20:00,1
2019-03-24 08:21:00,1
2019-03-24 08:29:00,1
2019-03-24 08:31:00,1
2019-03-24 08:38:00,1
2019-03-24 08:40:00,1
2019-03-24 23:50:00,1
2019-03-24 23:51:00,1
2019-03-24 23:54:00,1
2019-03-25 00:02:00,1
2019-03-25 00:06:00,1
2019-03-25 00:14:00,1
2019-03-25 00:17:00,1
2019-03-25 00:20:00,1
2019-03-25 00:30:00,1
2019-03-25 00:39:00,1
2019-03-25 00:48:00,1
2019-03-25 00:58:00,1
2019-03-25 01:01:00,1
2019-03-25 01:09:00,1
2019-03-25 01:12:00,1
2019-03-25 01:20:00,1
2019-03-25 01:25:00,1
2019-03-25 01:33:00,1
2019-03-25 01:35:00,1
2019-03-25 01:37:00,1
2019-03-25 01:46:00,1
2019-03-25 01:49:00,1
2019-03-25 01:58:00,1
2019-03-25 02:08:00,1
2019-03-25 02:11:00,1
2019-03-25 02:14:00,1
2019-03-25 02:16:00,1
2019-03-25 02:18:00,1
2019-03-25 02:21:00,1
2019-03-25 02:23:00,1
2019-03-25 02:25:00,1
2019-03-25 02:28:00,1
2019-03-25 02:32:00,1
2019-03-25 02:34:00,1
2019-03-25 02:37:00,1
2019-03-25 02:40:00,1
2019-03-25 02:42:00,1
2019-03-25 02:45:00,1
2019-03-25 02:49:00,1
2019-03-25 02:50:00,1
2019-03-25 02:52:00,1
2019-03-25 02:54:00,1
2019-03-25 02:57:00,1
2019-03-25 02:58:00,1
2019-03-25 03:00:00,1
2019-03-25 03:02:00,1
2019-03-25 03:04:00,1
2019-03-25 04:51:00,1
2019-03-25 04:58:00,1
2019-03-25 04:59:00,1
2019-03-25 05:00:00,1
2019-03-25 05:02:00,1
2019-03-25 05:04:00,1
2019-03-25 05:10:00,1
2019-03-25 05:11:00,1
2019-03-25 05:13:00,1
2019-03-25 05:14:00,1
2019-03-25 05:21:00,1
2019-03-25 05:47:00,1
2019-03-25 05:52:00,1
2019-03-25 05:56:00,1
2019-03-25 06:31:00,1
2019-03-25 06:37:00,1
2019-03-25 06:41:00,1
2019-03-25 06:49:00,1
2019-03-25 06:53:00,1
2019-03-25 06:58:00,1
2019-03-25 23:47:00,1
2019-03-25 23:50:00,1
2019-03-25 23:57:00,1
2019-03-26 00:00:00,1
2019-03-26 00:08:00,1
2019-03-26 00:11:00,1
2019-03-26 00:15:00,1
2019-03-26 00:23:00,1
2019-03-26 00:26:00,1
2019-03-26 00:30:00,1
2019-03-26 00:38:00,1
2019-03-26 00:46:00,1
2019-03-26 00:56:00,1
2019-03-26 01:00:00,1
2019-03-26 01:03:00,1
2019-03-26 01:06:00,1
2019-03-26 01:09:00,1
2019-03-26 01:12:00,1
2019-03-26 01:14:00,1
2019-03-26 01:17:00,1
2019-03-26 01:20:00,1
2019-03-26 01:21:00,1
2019-03-26 01:25:00,1
2019-03-26 01:27:00,1
2019-03-26 01:29:00,1
2019-03-26 01:32:00,1
2019-03-26 01:33:00,1
2019-03-26 01:36:00,1
2019-03-26 01:38:00,1
2019-03-26 01:40:00,1
2019-03-26 01:43:00,1
2019-03-26 01:48:00,1
2019-03-26 01:54:00,1
2019-03-26 02:02:00,1
2019-03-26 02:22:00,1
2019-03-26 02:27:00,1
2019-03-26 02:31:00,1
2019-03-26 04:55:00,1
2019-03-26 04:56:00,1
2019-03-26 04:58:00,1
2019-03-26 05:05:00,1
2019-03-26 05:06:00,1
2019-03-26 05:07:00,1
2019-03-26 05:09:00,1
2019-03-26 05:16:00,2
2019-03-26 05:17:00,1
2019-03-26 08:58:00,1
2019-03-26 09:03:00,1
2019-03-26 09:08:00,1
2019-03-28 00:11:00,1
2019-03-28 00:13:00,1
2019-03-28 00:16:00,1
2019-03-28 00:18:00,1
2019-03-28 00:21:00,1
2019-03-28 00:24:00,1
2019-03-28 00:26:00,1
2019-03-28 00:29:00,1
2019-03-28 00:31:00,1
2019-03-28 00:33:00,1
2019-03-28 00:39:00,1
2019-03-28 00:41:00,1
2019-03-28 00:44:00,1
2019-03-28 00:46:00,1
2019-03-28 00:50:00,1
2019-03-28 00:51:00,1
2019-03-28 00:54:00,1
2019-03-28 00:56:00,1
2019-03-28 00:58:00,1
2019-03-28 01:00:00,1
2019-03-28 01:02:00,1
2019-03-28 01:04:00,1
2019-03-28 01:06:00,1
2019-03-28 01:08:00,1
2019-03-28 04:54:00,1
2019-03-28 04:55:00,1
2019-03-28 04:57:00,1
2019-03-28 05:03:00,1
2019-03-28 05:04:00,1
2019-03-28 05:05:00,1
2019-03-28 05:06:00,1
2019-03-28 05:08:00,1
2019-03-28 05:14:00,1
2019-03-28 05:15:00,1
2019-03-28 05:16:00,1
2019-03-29 03:08:00,1
2019-03-29 03:09:00,1
2019-03-29 03:12:00,1
2019-03-29 03:14:00,1
2019-03-29 03:16:00,1
2019-03-29 03:18:00,1
2019-03-29 03:21:00,1
2019-03-29 03:23:00,1
2019-03-29 03:26:00,1
2019-03-29 03:27:00,1
2019-03-29 03:31:00,1
2019-03-29 03:32:00,1
2019-03-29 03:34:00,1
2019-03-29 03:37:00,1
2019-03-29 03:39:00,1
2019-03-29 03:41:00,1
2019-03-29 04:55:00,1
2019-03-29 04:56:00,1
2019-03-29 04:57:00,1
2019-03-29 04:58:00,1
2019-03-29 05:05:00,1
2019-03-29 05:06:00,1
2019-03-29 05:07:00,1
2019-03-29 05:08:00,1
2019-03-29 05:10:00,1
2019-03-29 05:17:00,1
2019-03-29 05:18:00,1
2019-03-29 05:36:00,1
2019-03-29 05:38:00,1
2019-03-29 05:41:00,1
2019-03-29 05:43:00,1
2019-03-29 05:45:00,1
2019-03-29 05:47:00,1
2019-03-29 05:55:00,1
2019-03-29 05:57:00,1
2019-03-29 05:59:00,1
2019-03-29 07:08:00,1
2019-03-29 07:09:00,1
2019-03-29 07:17:00,1
2019-03-29 07:19:00,1
2019-03-29 07:20:00,1
2019-03-29 07:28:00,1
2019-03-29 07:30:00,1
2019-03-29 07:37:00,1
2019-03-29 07:39:00,1
2019-03-29 08:38:00,1
2019-03-29 08:40:00,1
2019-03-29 08:47:00,1
2019-03-29 08:49:00,1
2019-03-29 08:51:00,1
2019-03-29 08:59:00,1
2019-03-29 09:00:00,1
2019-03-29 09:07:00,1
2019-03-29 09:10:00,1
2019-03-29 09:16:00,1
2019-03-29 09:20:00,1
2019-03-29 09:24:00,1
2019-03-29 23:37:00,1
2019-03-29 23:40:00,1
2019-03-29 23:43:00,1
2019-03-29 23:44:00,1
2019-03-29 23:47:00,1
2019-03-29 23:49:00,1
2019-03-29 23:51:00,1
2019-03-29 23:53:00,1
2019-03-29 23:56:00,1
2019-03-29 23:58:00,1
2019-03-30 00:01:00,1
2019-03-30 00:03:00,1
2019-03-30 00:06:00,1
2019-03-30 00:10:00,1
2019-03-30 00:13:00,1
2019-03-30 00:17:00,1
2019-03-30 00:18:00,1
2019-03-30 00:23:00,1
2019-03-30 00:25:00,1
2019-03-30 00:27:00,1
2019-03-30 00:30:00,1
2019-03-30 00:32:00,1
2019-03-30 00:34:00,1
2019-03-30 00:36:00,1
2019-03-30 00:45:00,1
2019-03-30 00:53:00,1
2019-03-30 01:00:00,1
2019-03-30 03:25:00,1
2019-03-30 03:35:00,1
2019-03-30 03:38:00,1
2019-03-31 00:58:00,1
2019-03-31 01:00:00,1
2019-03-31 01:02:00,1
2019-03-31 01:04:00,1
2019-03-31 01:07:00,1
2019-03-31 01:09:00,1
2019-03-31 01:11:00,1
2019-03-31 01:14:00,1
2019-03-31 03:39:00,1
2019-03-31 03:41:00,1
2019-03-31 03:44:00,1
2019-03-31 03:46:00,1
2019-03-31 03:48:00,1
2019-03-31 03:50:00,1
2019-03-31 03:52:00,1
2019-03-31 03:54:00,1
2019-03-31 03:57:00,1
2019-03-31 03:59:00,1
2019-03-31 04:02:00,1
2019-03-31 04:04:00,1
2019-03-31 04:05:00,1
2019-03-31 04:09:00,1
2019-03-31 04:10:00,1
2019-03-31 04:13:00,1
2019-03-31 04:15:00,1
2019-03-31 04:18:00,1
2019-03-31 04:21:00,1
2019-03-31 04:51:00,1
2019-03-31 04:52:00,1
2019-03-31 04:54:00,1
2019-03-31 05:02:00,2
2019-03-31 05:03:00,1
2019-03-31 05:05:00,1
2019-03-31 05:06:00,1
2019-03-31 05:13:00,1
2019-03-31 05:14:00,1
2019-03-31 05:16:00,1
2019-03-31 05:35:00,1
2019-03-31 05:39:00,1
2019-03-31 05:40:00,1
2019-03-31 05:42:00,1
2019-03-31 05:45:00,1
2019-03-31 05:47:00,1
2019-03-31 05:50:00,1
2019-03-31 05:53:00,1
2019-03-31 05:56:00,1
2019-03-31 06:16:00,1
2019-03-31 06:21:00,1
2019-03-31 06:26:00,1
2019-03-31 06:44:00,1
2019-03-31 06:49:00,1
2019-03-31 06:55:00,1
2019-03-31 07:05:00,1
2019-03-31 07:11:00,1
2019-03-31 07:13:00,1
2019-03-31 07:18:00,1
2019-03-31 07:20:00,1
2019-03-31 07:22:00,1
2019-03-31 07:28:00,1
2019-03-31 07:30:00,1
2019-03-31 07:37:00,1
2019-03-31 08:37:00,1
2019-03-31 08:39:00,1
2019-03-31 08:46:00,1
2019-03-31 08:48:00,1
2019-03-31 08:50:00,1
2019-03-31 08:57:00,1
2019-03-31 08:59:00,1
2019-03-31 09:06:00,1
2019-03-31 09:08:00,1
2019-03-31 09:10:00,1
2019-03-31 09:17:00,1
2019-03-31 09:22:00,1
2019-03-31 23:40:00,1
2019-03-31 23:42:00,1
2019-03-31 23:44:00,1
2019-03-31 23:48:00,1
2019-03-31 23:50:00,1
2019-03-31 23:52:00,1
2019-03-31 23:54:00,1
2019-03-31 23:56:00,1
2019-03-31 23:58:00,1
2019-04-01 00:00:00,1
2019-04-01 00:04:00,1
2019-04-01 00:06:00,1
2019-04-01 00:08:00,1
2019-04-01 00:10:00,1
2019-04-01 00:12:00,1
2019-04-01 00:15:00,1
2019-04-01 00:17:00,1
2019-04-01 00:19:00,1
2019-04-01 00:22:00,1
2019-04-01 00:24:00,1
2019-04-01 00:27:00,1
2019-04-01 00:28:00,1
2019-04-01 00:30:00,1
2019-04-01 00:33:00,1
2019-04-01 00:43:00,1
2019-04-01 00:47:00,1
2019-04-01 00:50:00,1
2019-04-01 00:55:00,1
2019-04-01 00:58:00,1
2019-04-01 01:03:00,1
2019-04-01 04:54:00,2
2019-04-01 04:55:00,1
2019-04-01 04:57:00,1
2019-04-01 05:04:00,1
2019-04-01 05:05:00,1
