10,"SELECT DISTINCT #, # FROM SpecObj AS s JOIN SpecPhotoAll AS p ON s.specObjID = p.specObjID SELECT p.ra, p.dec, s.z , s.zErr, s.velDisp, s.velDispErr WHERE (ra between # and #) and (dec between # and #) and (petroMag_r + extinction_r< #) and (zWarning = #) and class = # and subclass = #"
2019-10-30 16:01:00,1
2019-10-30 16:03:00,1
2019-10-30 16:04:00,1
2019-10-30 16:09:00,2
2019-10-30 16:51:00,1
2019-10-30 16:53:00,2
2019-10-30 16:54:00,2
