8,SELECT * FROM Mag1#_#_s
2019-12-17 09:16:00,1
2019-12-17 09:27:00,1
2019-12-17 09:28:00,1
2019-12-17 10:03:00,1
2019-12-17 10:04:00,1
2019-12-18 00:40:00,2
2019-12-18 00:41:00,1
