9,SELECT max (s.z)
2019-07-21 03:37:00,1
2019-07-21 03:39:00,1
2019-07-21 03:58:00,2
2019-07-21 04:09:00,1
2019-07-21 04:10:00,2
2019-07-21 04:42:00,1
2019-07-21 04:59:00,1
