15,"SELECT s.plate, s.mjd, s.fiberid, s.z, s.dered_r, s.dered_u FROM SpecPhotoAll AS s WHERE s.dered_r BETWEEN # AND # AND s.z BETWEEN # AND #"
2019-07-01 06:27:00,2
2019-07-01 06:28:00,1
2019-07-01 06:30:00,1
2019-07-01 06:39:00,1
2019-07-01 06:41:00,1
2019-07-01 06:42:00,1
2019-07-01 06:44:00,1
2019-07-01 06:47:00,1
2019-07-01 06:48:00,2
2019-07-01 06:50:00,1
2019-07-01 06:53:00,1
2019-07-01 06:54:00,1
2019-07-01 06:56:00,1
