2,"SELECT o.SdssNum, s.specObjID, s.ra, s.dec, s.z_noqso, s.zErr_noqso, s.z, s.zErr, s.class, s.subClass into mydb.emplib1 from dbo.SpecObj as s, mydb.emplib1 as o WHERE s.specObjID = o.specObjID"
2019-12-01 06:57:00,1
2019-12-01 06:58:00,1
