6,"select top # p.objid as name, p.ra, p.dec from photoobj p where (p.u BETWEEN # AND #) and (p.g BETWEEN # AND #) and (p.r BETWEEN # AND #) and (p.i BETWEEN # AND #) and (p.z BETWEEN # AND #)"
2019-02-03 10:07:00,1
2019-03-30 16:58:00,1
2019-04-02 07:51:00,1
2019-04-13 13:33:00,1
2019-04-13 13:35:00,1
2019-08-28 17:03:00,1
