2,"SELECT TOP # p.ra, p.dec, p.type, p.modelmag_g, p.modelmag_r, p.modelmag_i, p.run, p.rerun, p.camcol, p.field, p.obj, p.objid, dbo.fIAUFromEq (p.ra, p.dec) FROM Star as p WHERE p.modelmag_r> # and p.modelmag_r< # and p.ra< # and p.ra> # and p.dec> #e # and p.dec< #e # order by p.modelmag_r"
2019-02-04 22:04:00,1
2019-02-04 22:06:00,1
