4,"select top # ra, dec, modelMag_u, modelMag_g, modelMag_r, modelMag_i, modelMag_z, objID from photoObj where class = # and ra BETWEEN # AND # and dec BETWEEN -.# AND -.#"
2019-05-19 18:21:00,2
2019-05-19 18:22:00,1
2019-05-19 18:26:00,1
