24,select * from NCAS_NRGb2#
2019-01-18 11:02:00,4
2019-01-18 11:04:00,2
2019-01-18 11:05:00,2
2019-01-18 11:06:00,2
2019-01-18 11:07:00,2
2019-01-18 11:08:00,1
2019-01-18 11:10:00,3
2019-01-18 11:11:00,1
2019-01-18 11:12:00,4
2019-01-18 11:13:00,3
