2,"SELECT POA.ObjId, SOA.ra, SOA.dec, SOA.z, POA.fracDeV_r, FSPSG.ssfr, FSPSG.logMass, Specline.h_alpha_eqw, Specline.h_alpha_eqw_err, Specline.h_alpha_flux, Specline.h_alpha_flux_err, Specline.h_alpha_chisq, Specline.h_beta_eqw, Specline.h_beta_eqw_err, Specline.h_beta_flux, Specline.h_beta_flux_err, Specline.h_beta_chisq, Specline.h_delta_eqw, Specline.h_delta_eqw_err, Specline.h_delta_flux, Specline.h_delta_flux_err, Specline.h_delta_chisq, Specline.oiii_#_eqw, Specline.oiii_#_eqw_err, Specline.oiii_#_flux, Specline.oiii_#_flux_err, Specline.oiii_#_chisq, Specline.nii_#_eqw, Specline.nii_#_eqw_err, Specline.nii_#_flux, Specline.nii_#_flux_err, Specline.nii_#_chisq into GU2#_TP3 From PhotoObjAll as POA, SpecObjAll as SOA, SpecPhotoAll as SPA, stellarMassFSPSGranEarlyDust as FSPSG, galSpecline as Specline Where SOA.z < # and SOA.z > # and POA.ObjId = SOA.bestObjID and SOA.bestObjID = Specline.specObjID and SOA.bestObjID = FSPSG.specobjID and SPA.specObjID = POA.specObjID"
2019-06-04 05:11:00,1
2019-06-04 05:18:00,1
