2,"SELECT TOP # o.objID, o.petroMag_u, o.petroMag_r, m.PGC_name --INTO myfirsttable FROM dr4.PhotoObjAll as o LEFT JOIN mydb.PGC AS m ON o.objID = m.objID"
2019-08-10 14:34:00,1
2019-08-10 14:36:00,1
