4,"SELECT DISTINCT p.modelMag_g, p.modelMag_i FROM PhotoObjAll AS p WHERE ( (p.ra between # and #) and (p.dec between # and #) )"
2019-02-22 16:11:00,1
2019-06-14 13:21:00,1
2019-07-02 17:05:00,1
2019-10-02 16:35:00,1
