13,"SELECT t.Milliseconds as DURATION, t.Bytes as SIZE, mt.Name as TYPE FROM chinook.Track AS t INNER JOIN chinook.MediaType AS mt ON t.MediaTypeId = mt.MediaTypeId"
2019-04-22 15:22:00,1
2019-04-22 15:28:00,3
2019-04-22 15:32:00,1
2019-04-22 15:53:00,1
2019-04-24 18:07:00,6
2019-04-24 18:18:00,1
