1549,"SELECT top # p.run, p.rerun, p.camcol, p.field, p.obj, p.type, p.ra, p.dec, p.u, p.g, p.r, p.i, p.z, p.Err_u, p.Err_g, p.Err_r, p.Err_i, p.Err_z FROM fGetNearbyObjEq (#, #, #) n, PhotoPrimary p WHERE n.objID = p.objID AND p.u BETWEEN # AND #"
2019-02-16 04:05:00,1
2019-02-16 04:37:00,1
2019-02-16 10:07:00,1
2019-02-17 18:42:00,1
2019-02-18 01:31:00,1
2019-02-18 15:38:00,1
2019-02-18 16:48:00,1
2019-02-19 00:05:00,1
2019-02-19 06:30:00,1
2019-02-19 08:17:00,1
2019-02-19 14:19:00,1
2019-02-19 19:23:00,1
2019-02-19 21:47:00,1
2019-02-21 02:29:00,1
2019-02-21 06:26:00,1
2019-02-21 06:30:00,1
2019-02-21 06:57:00,1
2019-02-21 09:16:00,1
2019-02-21 14:59:00,1
2019-02-21 15:39:00,1
2019-02-21 17:30:00,2
2019-02-22 01:43:00,1
2019-02-22 15:48:00,1
2019-02-22 18:04:00,1
2019-02-23 00:07:00,1
2019-02-23 01:19:00,1
2019-02-23 01:54:00,1
2019-02-23 02:24:00,1
2019-02-23 05:39:00,1
2019-02-23 09:34:00,1
2019-02-23 14:16:00,1
2019-02-23 15:23:00,1
2019-02-23 16:41:00,1
2019-02-23 19:03:00,1
2019-02-23 20:28:00,1
2019-02-23 20:52:00,1
2019-02-23 23:09:00,1
2019-02-24 05:25:00,1
2019-02-24 06:10:00,1
2019-02-24 08:49:00,1
2019-02-25 00:22:00,1
2019-02-25 03:33:00,1
2019-02-25 10:52:00,1
2019-02-25 16:23:00,1
2019-02-25 22:46:00,1
2019-02-26 00:53:00,1
2019-02-26 07:37:00,1
2019-02-26 09:53:00,1
2019-02-26 11:10:00,1
2019-02-26 15:23:00,1
2019-02-26 15:48:00,1
2019-02-26 18:16:00,1
2019-02-26 21:39:00,1
2019-02-27 02:32:00,1
2019-02-27 05:47:00,1
2019-02-27 07:41:00,1
2019-02-27 23:04:00,1
2019-02-28 01:36:00,1
2019-02-28 13:14:00,1
2019-02-28 13:40:00,1
2019-03-01 09:23:00,1
2019-03-02 05:46:00,1
2019-03-02 15:01:00,1
2019-03-02 20:23:00,1
2019-03-02 23:45:00,1
2019-03-03 12:56:00,1
2019-03-03 16:37:00,1
2019-03-03 20:56:00,1
2019-03-04 00:56:00,1
2019-03-04 04:43:00,1
2019-03-04 11:08:00,1
2019-03-04 13:32:00,1
2019-03-05 02:06:00,1
2019-03-05 02:10:00,1
2019-03-05 21:47:00,1
2019-03-05 23:32:00,1
2019-03-06 01:19:00,1
2019-03-06 09:14:00,1
2019-03-06 11:43:00,1
2019-03-06 13:15:00,1
2019-03-06 15:19:00,1
2019-03-06 21:47:00,1
2019-03-07 00:36:00,1
2019-03-07 02:07:00,1
2019-03-07 03:31:00,1
2019-03-07 07:15:00,1
2019-03-07 10:57:00,1
2019-03-07 12:55:00,1
2019-03-07 15:33:00,1
2019-03-07 19:47:00,1
2019-03-07 21:41:00,1
2019-03-07 21:55:00,1
2019-03-07 22:42:00,1
2019-03-08 06:41:00,1
2019-03-08 09:33:00,1
2019-03-08 14:21:00,1
2019-03-08 15:18:00,1
2019-03-08 17:57:00,1
2019-03-08 18:34:00,1
2019-03-08 19:09:00,1
2019-03-08 19:11:00,1
2019-03-08 23:50:00,1
2019-03-09 09:22:00,1
2019-03-11 14:52:00,1
2019-03-11 17:13:00,1
2019-03-11 19:49:00,1
2019-03-11 20:55:00,1
2019-03-11 22:23:00,1
2019-03-12 03:10:00,1
2019-03-12 22:56:00,1
2019-03-15 05:12:00,1
2019-03-15 06:08:00,1
2019-03-15 08:22:00,1
2019-03-15 10:48:00,1
2019-03-15 12:01:00,1
2019-03-15 18:22:00,1
2019-03-16 01:07:00,1
2019-03-16 11:26:00,1
2019-03-16 15:17:00,1
2019-03-17 00:34:00,1
2019-03-17 02:15:00,1
2019-03-17 04:24:00,1
2019-03-17 16:25:00,1
2019-03-17 20:56:00,1
2019-03-17 22:53:00,1
2019-03-18 12:00:00,1
2019-03-18 15:12:00,1
2019-03-18 18:16:00,1
2019-03-19 01:25:00,1
2019-03-19 06:52:00,1
2019-03-19 08:52:00,1
2019-03-19 16:11:00,1
2019-03-19 19:00:00,1
2019-03-20 03:31:00,1
2019-03-20 04:37:00,1
2019-03-20 06:25:00,1
2019-03-20 16:20:00,1
2019-03-21 10:39:00,1
2019-03-21 14:16:00,1
2019-03-21 18:06:00,1
2019-03-23 10:02:00,1
2019-03-23 20:45:00,1
2019-03-26 04:58:00,1
2019-03-26 06:15:00,1
2019-03-27 13:34:00,1
2019-03-27 17:04:00,1
2019-03-29 00:21:00,1
2019-03-30 12:18:00,1
2019-03-30 15:42:00,1
2019-03-30 22:27:00,1
2019-03-30 23:02:00,1
2019-03-31 05:18:00,1
2019-03-31 11:18:00,1
2019-03-31 20:44:00,1
2019-03-31 22:27:00,1
2019-04-01 01:41:00,1
2019-04-01 07:44:00,1
2019-04-01 09:06:00,1
2019-04-01 09:18:00,1
2019-04-01 14:54:00,1
2019-04-02 07:34:00,1
2019-04-02 09:16:00,1
2019-04-02 12:21:00,1
2019-04-02 14:05:00,1
2019-04-02 16:03:00,1
2019-04-02 23:11:00,1
2019-04-03 01:24:00,1
2019-04-04 01:45:00,1
2019-04-04 19:42:00,1
2019-04-05 00:07:00,1
2019-04-05 00:08:00,1
2019-04-05 11:02:00,1
2019-04-05 11:27:00,1
2019-04-05 12:55:00,1
2019-04-05 17:28:00,1
2019-04-06 03:46:00,1
2019-04-06 06:40:00,1
2019-04-06 19:28:00,1
2019-04-07 21:40:00,1
2019-04-08 06:03:00,1
2019-04-09 10:50:00,1
2019-04-09 16:41:00,1
2019-04-09 22:41:00,1
2019-04-11 01:50:00,1
2019-04-13 07:20:00,1
2019-04-13 08:13:00,1
2019-04-13 10:11:00,1
2019-04-13 11:25:00,1
2019-04-13 12:13:00,1
2019-04-13 12:42:00,1
2019-04-13 15:59:00,1
2019-04-13 19:27:00,2
2019-04-14 01:11:00,1
2019-04-14 02:34:00,1
2019-04-14 13:57:00,1
2019-04-14 14:02:00,1
2019-04-14 16:14:00,1
2019-04-15 07:40:00,1
2019-04-15 07:56:00,1
2019-04-15 08:34:00,1
2019-04-15 11:08:00,1
2019-04-16 08:51:00,1
2019-04-17 17:29:00,1
2019-04-17 19:56:00,1
2019-04-17 20:00:00,1
2019-04-17 20:59:00,1
2019-04-17 22:48:00,1
2019-04-17 23:31:00,1
2019-04-17 23:50:00,1
2019-04-18 06:13:00,1
2019-04-18 06:53:00,1
2019-04-18 09:46:00,1
2019-04-18 14:34:00,1
2019-04-18 21:21:00,1
2019-04-19 02:08:00,1
2019-04-19 03:29:00,1
2019-04-19 04:00:00,1
2019-04-19 09:23:00,1
2019-04-19 12:03:00,1
2019-04-19 14:19:00,1
2019-04-19 20:23:00,1
2019-04-19 21:38:00,1
2019-04-19 23:38:00,1
2019-04-19 23:40:00,1
2019-04-20 04:08:00,1
2019-04-20 05:11:00,1
2019-04-20 06:44:00,1
2019-04-20 08:45:00,1
2019-04-20 14:31:00,1
2019-04-20 21:34:00,1
2019-04-20 22:28:00,1
2019-04-21 07:09:00,1
2019-04-21 17:09:00,1
2019-04-21 17:11:00,1
2019-04-21 17:46:00,1
2019-04-21 21:34:00,1
2019-04-22 01:44:00,1
2019-04-22 05:09:00,1
2019-04-22 09:13:00,1
2019-04-22 12:48:00,1
2019-04-22 17:44:00,1
2019-04-22 18:05:00,1
2019-04-22 18:35:00,1
2019-04-22 19:33:00,1
2019-04-23 06:21:00,1
2019-04-23 06:44:00,1
2019-04-23 11:37:00,1
2019-04-23 12:54:00,1
2019-04-23 22:51:00,1
2019-04-24 02:14:00,1
2019-04-24 02:43:00,1
2019-04-24 09:41:00,1
2019-04-24 14:37:00,1
2019-04-24 15:42:00,1
2019-04-24 20:16:00,1
2019-04-24 22:00:00,1
2019-04-25 00:04:00,1
2019-04-25 02:03:00,1
2019-04-25 02:59:00,1
2019-04-26 03:48:00,1
2019-04-26 08:50:00,1
2019-04-26 12:39:00,1
2019-04-26 19:18:00,1
2019-04-26 19:51:00,1
2019-04-26 21:00:00,1
2019-04-27 02:18:00,1
2019-04-27 05:58:00,1
2019-04-27 08:37:00,1
2019-04-27 12:12:00,1
2019-04-27 13:47:00,1
2019-04-27 16:10:00,1
2019-04-27 17:03:00,1
2019-04-27 17:10:00,1
2019-04-27 22:07:00,1
2019-04-27 23:54:00,1
2019-04-28 00:18:00,1
2019-04-28 03:24:00,1
2019-04-28 03:27:00,1
2019-04-28 03:34:00,1
2019-04-28 05:20:00,1
2019-04-28 05:28:00,1
2019-04-28 14:17:00,1
2019-04-28 14:37:00,1
2019-04-28 18:50:00,1
2019-04-28 19:52:00,1
2019-04-29 04:42:00,1
2019-04-29 08:25:00,1
2019-04-29 09:46:00,1
2019-04-29 10:27:00,1
2019-04-29 11:49:00,1
2019-04-29 13:47:00,1
2019-04-29 20:36:00,1
2019-04-30 22:50:00,1
2019-05-01 06:22:00,1
2019-05-02 14:05:00,1
2019-05-02 17:18:00,1
2019-05-02 21:09:00,1
2019-05-03 20:39:00,1
2019-05-04 20:53:00,1
2019-05-05 02:49:00,1
2019-05-05 14:20:00,1
2019-05-06 13:25:00,1
2019-05-06 18:03:00,1
2019-05-06 20:18:00,1
2019-05-06 20:19:00,1
2019-05-07 02:01:00,1
2019-05-07 02:42:00,1
2019-05-07 13:06:00,1
2019-05-07 15:29:00,1
2019-05-07 15:30:00,1
2019-05-08 11:10:00,1
2019-05-09 15:26:00,1
2019-05-09 15:47:00,1
2019-05-11 09:32:00,1
2019-05-12 15:20:00,1
2019-05-12 18:56:00,1
2019-05-13 03:47:00,1
2019-05-13 18:02:00,1
2019-05-13 19:31:00,1
2019-05-14 10:38:00,1
2019-05-14 14:11:00,1
2019-05-14 14:34:00,1
2019-05-14 16:42:00,1
2019-05-15 01:42:00,1
2019-05-15 02:05:00,2
2019-05-15 04:49:00,1
2019-05-15 05:48:00,1
2019-05-15 13:35:00,1
2019-05-15 15:15:00,1
2019-05-15 16:13:00,1
2019-05-15 16:33:00,1
2019-05-15 18:29:00,1
2019-05-16 06:30:00,1
2019-05-16 07:09:00,1
2019-05-16 07:37:00,1
2019-05-16 08:58:00,1
2019-05-16 09:55:00,1
2019-05-16 12:21:00,1
2019-05-16 13:47:00,1
2019-05-16 17:30:00,1
2019-05-16 20:58:00,1
2019-05-17 01:17:00,1
2019-05-17 03:02:00,1
2019-05-17 04:02:00,1
2019-05-17 04:13:00,1
2019-05-17 04:17:00,1
2019-05-17 18:07:00,1
2019-05-17 23:37:00,1
2019-05-18 16:57:00,1
2019-05-18 22:05:00,1
2019-05-18 23:57:00,1
2019-05-18 23:58:00,1
2019-05-19 17:53:00,1
2019-05-19 21:26:00,1
2019-05-20 02:45:00,1
2019-05-21 12:01:00,1
2019-05-22 17:52:00,1
2019-05-22 23:51:00,1
2019-05-23 00:16:00,1
2019-05-23 01:31:00,1
2019-05-23 01:50:00,1
2019-05-23 03:50:00,1
2019-05-23 06:15:00,1
2019-05-23 22:29:00,1
2019-05-24 06:49:00,1
2019-05-24 12:06:00,1
2019-05-24 13:49:00,1
2019-05-24 21:49:00,1
2019-05-25 05:18:00,1
2019-05-25 08:23:00,1
2019-05-25 09:32:00,1
2019-05-25 10:20:00,1
2019-05-25 12:57:00,1
2019-05-25 18:00:00,1
2019-05-26 00:07:00,1
2019-05-26 01:34:00,1
2019-05-26 02:33:00,1
2019-05-27 05:16:00,1
2019-05-27 05:35:00,1
2019-05-27 14:25:00,1
2019-05-27 21:54:00,1
2019-05-27 22:07:00,1
2019-05-27 23:31:00,1
2019-05-28 00:46:00,1
2019-05-28 01:07:00,1
2019-05-28 01:38:00,1
2019-05-28 07:23:00,1
2019-05-28 15:28:00,1
2019-05-28 17:26:00,1
2019-05-28 20:56:00,1
2019-05-29 08:51:00,1
2019-05-29 09:32:00,1
2019-05-29 19:07:00,1
2019-05-29 21:59:00,1
2019-05-29 22:36:00,1
2019-05-30 02:31:00,1
2019-05-30 12:07:00,1
2019-05-30 12:54:00,1
2019-05-30 13:25:00,1
2019-05-30 14:06:00,1
2019-05-30 19:32:00,1
2019-05-30 21:29:00,1
2019-05-31 04:51:00,1
2019-05-31 06:25:00,1
2019-05-31 07:09:00,1
2019-05-31 10:07:00,1
2019-05-31 21:46:00,1
2019-05-31 23:01:00,1
2019-06-01 04:55:00,1
2019-06-01 05:12:00,1
2019-06-01 06:49:00,1
2019-06-01 09:22:00,1
2019-06-01 10:40:00,1
2019-06-02 18:26:00,1
2019-06-03 16:28:00,1
2019-06-03 21:16:00,1
2019-06-04 00:51:00,1
2019-06-04 03:15:00,1
2019-06-05 03:15:00,1
2019-06-05 05:38:00,1
2019-06-05 06:41:00,1
2019-06-05 14:57:00,1
2019-06-05 15:43:00,1
2019-06-06 15:15:00,1
2019-06-07 07:30:00,1
2019-06-07 09:59:00,1
2019-06-08 20:46:00,1
2019-06-09 06:34:00,1
2019-06-09 09:05:00,1
2019-06-09 10:42:00,1
2019-06-09 20:36:00,1
2019-06-10 01:58:00,1
2019-06-11 12:58:00,1
2019-06-13 10:48:00,1
2019-06-13 14:04:00,1
2019-06-13 21:28:00,1
2019-06-14 00:57:00,1
2019-06-14 05:30:00,1
2019-06-14 08:02:00,1
2019-06-15 01:16:00,1
2019-06-15 08:26:00,1
2019-06-15 11:06:00,1
2019-06-15 15:51:00,1
2019-06-16 02:19:00,1
2019-06-16 06:35:00,1
2019-06-16 07:24:00,1
2019-06-17 00:25:00,1
2019-06-17 04:31:00,1
2019-06-17 07:58:00,1
2019-06-17 16:19:00,1
2019-06-17 22:40:00,1
2019-06-17 22:42:00,1
2019-06-18 20:07:00,1
2019-06-18 20:55:00,1
2019-06-19 02:27:00,1
2019-06-19 12:48:00,1
2019-06-20 07:29:00,1
2019-06-20 09:42:00,1
2019-06-20 14:13:00,1
2019-06-20 14:53:00,1
2019-06-21 01:52:00,1
2019-06-21 02:53:00,1
2019-06-21 03:54:00,1
2019-06-22 04:57:00,1
2019-06-22 10:47:00,1
2019-06-22 11:02:00,1
2019-06-22 23:19:00,1
2019-06-23 08:50:00,1
2019-06-23 09:30:00,1
2019-06-23 18:01:00,1
2019-06-23 18:42:00,1
2019-06-24 00:54:00,1
2019-06-24 05:20:00,1
2019-06-25 10:40:00,1
2019-06-25 22:44:00,1
2019-06-26 01:41:00,1
2019-06-26 13:11:00,1
2019-06-26 21:13:00,1
2019-06-27 03:24:00,1
2019-06-27 04:28:00,1
2019-06-27 09:33:00,1
2019-06-27 12:16:00,1
2019-06-27 15:57:00,1
2019-06-27 17:37:00,1
2019-06-27 19:02:00,1
2019-06-27 19:46:00,1
2019-06-28 07:02:00,1
2019-06-28 09:15:00,1
2019-06-28 12:35:00,1
2019-06-28 14:36:00,1
2019-06-28 18:35:00,1
2019-06-28 19:55:00,1
2019-06-29 00:28:00,1
2019-06-29 13:47:00,1
2019-06-29 18:48:00,1
2019-06-29 18:56:00,1
2019-06-29 22:49:00,1
2019-06-30 00:41:00,1
2019-06-30 09:00:00,1
2019-06-30 09:23:00,1
2019-06-30 11:15:00,1
2019-06-30 15:17:00,1
2019-06-30 16:35:00,1
2019-06-30 19:57:00,1
2019-07-01 00:38:00,1
2019-07-01 02:15:00,1
2019-07-01 02:34:00,1
2019-07-01 04:36:00,1
2019-07-01 06:33:00,1
2019-07-01 07:08:00,1
2019-07-01 08:06:00,1
2019-07-01 14:56:00,1
2019-07-01 16:41:00,1
2019-07-01 20:07:00,1
2019-07-02 04:12:00,1
2019-07-02 13:21:00,1
2019-07-02 16:03:00,1
2019-07-03 04:54:00,1
2019-07-03 12:22:00,1
2019-07-03 17:50:00,1
2019-07-03 17:54:00,1
2019-07-04 05:33:00,1
2019-07-04 09:35:00,1
2019-07-04 11:47:00,1
2019-07-04 14:21:00,1
2019-07-04 14:57:00,1
2019-07-04 18:23:00,1
2019-07-04 18:41:00,1
2019-07-04 20:21:00,1
2019-07-05 18:07:00,1
2019-07-05 23:18:00,1
2019-07-06 04:35:00,1
2019-07-06 07:35:00,1
2019-07-06 12:51:00,1
2019-07-06 17:37:00,1
2019-07-07 03:29:00,1
2019-07-07 04:00:00,1
2019-07-07 14:52:00,1
2019-07-07 15:47:00,1
2019-07-07 16:31:00,1
2019-07-07 21:45:00,1
2019-07-07 22:38:00,1
2019-07-08 01:27:00,1
2019-07-08 05:31:00,1
2019-07-08 17:11:00,1
2019-07-08 20:49:00,1
2019-07-08 21:58:00,1
2019-07-09 00:09:00,1
2019-07-09 07:05:00,1
2019-07-09 10:24:00,1
2019-07-09 13:00:00,1
2019-07-09 14:07:00,1
2019-07-09 14:30:00,1
2019-07-09 17:28:00,1
2019-07-09 19:46:00,1
2019-07-09 20:09:00,1
2019-07-10 02:12:00,1
2019-07-10 02:22:00,1
2019-07-10 04:26:00,1
2019-07-10 05:49:00,1
2019-07-10 07:15:00,1
2019-07-10 10:43:00,1
2019-07-10 12:29:00,1
2019-07-10 17:21:00,1
2019-07-10 18:38:00,1
2019-07-11 15:01:00,1
2019-07-12 05:26:00,1
2019-07-12 07:01:00,1
2019-07-12 10:49:00,1
2019-07-13 02:04:00,1
2019-07-13 02:50:00,1
2019-07-13 09:41:00,1
2019-07-13 10:36:00,1
2019-07-13 14:16:00,1
2019-07-13 23:51:00,1
2019-07-13 23:54:00,1
2019-07-14 01:08:00,1
2019-07-14 12:01:00,1
2019-07-14 13:24:00,1
2019-07-14 14:06:00,1
2019-07-14 23:08:00,1
2019-07-15 03:19:00,1
2019-07-15 09:33:00,1
2019-07-15 09:38:00,1
2019-07-15 19:01:00,1
2019-07-15 20:35:00,1
2019-07-16 01:45:00,1
2019-07-16 05:31:00,1
2019-07-16 08:34:00,1
2019-07-16 09:24:00,1
2019-07-17 02:09:00,1
2019-07-17 04:19:00,1
2019-07-17 04:35:00,1
2019-07-17 05:47:00,1
2019-07-17 09:04:00,1
2019-07-17 10:20:00,1
2019-07-17 12:16:00,1
2019-07-17 12:37:00,1
2019-07-17 13:31:00,1
2019-07-17 22:44:00,1
2019-07-18 00:11:00,1
2019-07-18 02:28:00,1
2019-07-18 04:43:00,1
2019-07-18 04:54:00,1
2019-07-18 09:55:00,1
2019-07-18 16:12:00,1
2019-07-18 18:52:00,1
2019-07-18 19:58:00,1
2019-07-18 20:15:00,1
2019-07-19 00:14:00,1
2019-07-19 01:39:00,1
2019-07-19 01:58:00,1
2019-07-19 03:08:00,1
2019-07-19 03:21:00,1
2019-07-19 06:07:00,1
2019-07-19 09:07:00,1
2019-07-19 11:42:00,1
2019-07-19 17:56:00,1
2019-07-19 18:54:00,1
2019-07-19 19:34:00,1
2019-07-19 21:08:00,1
2019-07-20 00:22:00,1
2019-07-20 00:56:00,1
2019-07-20 05:38:00,1
2019-07-20 16:52:00,1
2019-07-20 19:23:00,1
2019-07-20 19:51:00,1
2019-07-20 21:22:00,1
2019-07-21 14:42:00,1
2019-07-21 15:23:00,1
2019-07-22 00:16:00,1
2019-07-22 10:59:00,1
2019-07-22 20:55:00,1
2019-07-22 22:02:00,1
2019-07-23 05:09:00,1
2019-07-23 06:29:00,1
2019-07-23 07:45:00,1
2019-07-23 08:20:00,1
2019-07-23 13:43:00,1
2019-07-24 03:30:00,1
2019-07-24 04:54:00,1
2019-07-24 06:05:00,2
2019-07-24 08:53:00,1
2019-07-24 21:51:00,1
2019-07-26 01:38:00,1
2019-07-26 03:02:00,1
2019-07-26 10:56:00,1
2019-07-26 12:02:00,1
2019-07-26 15:22:00,1
2019-07-26 22:34:00,1
2019-07-27 05:15:00,1
2019-07-27 06:06:00,1
2019-07-27 06:30:00,1
2019-07-27 10:38:00,1
2019-07-27 10:41:00,1
2019-07-27 11:48:00,1
2019-07-27 13:40:00,1
2019-07-27 19:26:00,1
2019-07-27 20:38:00,1
2019-07-28 04:34:00,1
2019-07-28 05:54:00,1
2019-07-28 16:44:00,1
2019-07-29 07:05:00,1
2019-07-29 08:52:00,1
2019-07-29 11:19:00,1
2019-07-29 22:15:00,1
2019-07-30 02:47:00,1
2019-07-30 09:20:00,1
2019-07-30 10:19:00,1
2019-07-30 23:26:00,1
2019-07-31 01:10:00,1
2019-07-31 11:51:00,1
2019-07-31 12:20:00,1
2019-07-31 14:32:00,1
2019-07-31 20:01:00,1
2019-08-01 03:26:00,1
2019-08-02 07:00:00,1
2019-08-02 07:29:00,1
2019-08-02 09:17:00,1
2019-08-02 17:29:00,1
2019-08-02 18:28:00,1
2019-08-02 21:13:00,1
2019-08-03 03:14:00,1
2019-08-03 03:46:00,1
2019-08-03 11:38:00,1
2019-08-03 21:12:00,1
2019-08-04 00:49:00,1
2019-08-04 01:51:00,1
2019-08-04 06:20:00,1
2019-08-04 08:53:00,1
2019-08-04 16:58:00,1
2019-08-05 14:14:00,1
2019-08-05 19:02:00,1
2019-08-05 22:39:00,1
2019-08-06 01:33:00,1
2019-08-06 03:23:00,1
2019-08-06 08:41:00,1
2019-08-06 16:29:00,1
2019-08-06 18:54:00,1
2019-08-06 21:52:00,1
2019-08-07 15:02:00,1
2019-08-07 18:50:00,2
2019-08-07 19:46:00,1
2019-08-08 01:19:00,1
2019-08-08 09:48:00,1
2019-08-09 14:09:00,1
2019-08-09 14:12:00,1
2019-08-09 14:19:00,1
2019-08-09 23:43:00,1
2019-08-10 09:07:00,1
2019-08-10 14:12:00,1
2019-08-10 14:30:00,1
2019-08-10 15:45:00,1
2019-08-10 18:36:00,1
2019-08-11 04:15:00,1
2019-08-11 08:38:00,1
2019-08-11 17:41:00,1
2019-08-13 01:49:00,1
2019-08-13 05:58:00,1
2019-08-13 10:24:00,1
2019-08-13 17:27:00,1
2019-08-14 03:47:00,1
2019-08-14 04:06:00,1
2019-08-14 05:55:00,1
2019-08-14 09:56:00,1
2019-08-14 10:35:00,1
2019-08-14 18:29:00,1
2019-08-14 18:54:00,1
2019-08-15 03:56:00,1
2019-08-15 21:57:00,1
2019-08-15 23:13:00,1
2019-08-16 05:17:00,1
2019-08-16 21:03:00,1
2019-08-16 22:20:00,1
2019-08-16 23:00:00,1
2019-08-17 03:42:00,1
2019-08-19 06:20:00,1
2019-08-19 07:56:00,1
2019-08-19 10:50:00,1
2019-08-19 12:49:00,1
2019-08-19 15:48:00,2
2019-08-19 16:51:00,1
2019-08-20 09:36:00,1
2019-08-20 18:00:00,1
2019-08-21 01:24:00,1
2019-08-21 13:01:00,1
2019-08-21 16:01:00,1
2019-08-22 04:54:00,1
2019-08-23 01:02:00,1
2019-08-23 11:33:00,1
2019-08-23 14:58:00,1
2019-08-23 16:30:00,1
2019-08-23 16:31:00,1
2019-08-23 21:07:00,1
2019-08-23 23:07:00,1
2019-08-24 04:53:00,1
2019-08-24 10:31:00,1
2019-08-26 11:23:00,1
2019-08-27 05:44:00,1
2019-08-27 13:30:00,1
2019-08-27 21:38:00,1
2019-08-27 23:44:00,1
2019-08-28 05:36:00,1
2019-08-28 05:39:00,1
2019-08-28 07:30:00,1
2019-08-28 08:38:00,1
