7,"SELECT z, ra, dec, bestObjID FROM specObj WHERE (class = galaxy#qso)"
2019-10-10 19:57:00,1
2019-10-10 20:01:00,1
2019-10-10 20:02:00,1
2019-11-07 14:18:00,2
2019-11-07 14:33:00,1
2019-11-26 22:41:00,1
