6,"SELECT TOP # p.objid, p.ra, p.dec, s.specobjid, s.class, s.z as redshift FROM PhotoObj AS p JOIN SpecObj AS s ON s.bestobjid = p.objid WHERE s.z > .# AND s.z < # AND s.class = # AND p.ra > # AND p.ra < # AND p.dec > # AND p.dec < #"
2019-09-20 14:55:00,1
2019-09-20 14:56:00,1
2019-09-20 14:57:00,1
2019-09-20 15:11:00,1
2019-09-20 15:13:00,2
