15,select * from poly
2019-10-03 11:03:00,1
2019-10-03 11:39:00,1
2019-10-03 11:41:00,1
2019-10-03 11:50:00,2
2019-10-03 11:51:00,3
2019-10-03 11:52:00,1
2019-10-03 11:53:00,1
2019-10-03 11:54:00,2
2019-10-03 12:00:00,1
2019-10-03 12:04:00,1
2019-10-03 19:59:00,1
