35,"SELECT u.up_name as [name], # + cast (x.objId as varchar (#) ) + #+ cast (x.objId as varchar (#) ) + # as objID, p.ra, p.dec, p.run, p.rerun, p.camcol, p.field, dbo.fPhotoTypeN (p.type) as type, p.modelMag_u, p.modelMag_g, p.modelMag_r, p.modelMag_i, p.modelMag_z FROM #upload u JOIN #x x ON x.up_id = u.up_id JOIN PhotoTag p ON p.objID = x.objID ORDER by x.up_id"
2019-01-12 04:44:00,1
2019-01-12 04:45:00,1
2019-01-23 11:21:00,1
2019-01-23 11:22:00,1
2019-01-23 11:26:00,1
2019-02-28 16:39:00,1
2019-03-06 06:10:00,1
2019-03-13 23:47:00,2
2019-03-13 23:48:00,1
2019-03-13 23:49:00,1
2019-03-23 07:23:00,1
2019-04-05 03:15:00,1
2019-04-05 04:13:00,1
2019-04-09 06:43:00,1
2019-04-09 06:44:00,4
2019-05-29 05:20:00,1
2019-05-29 05:22:00,2
2019-05-29 10:39:00,2
2019-05-29 10:42:00,1
2019-05-29 11:09:00,1
2019-05-31 01:46:00,1
2019-06-21 21:26:00,1
2019-06-26 17:42:00,1
2019-06-26 20:35:00,1
2019-07-18 14:16:00,1
2019-08-05 13:57:00,2
2019-10-14 01:50:00,1
2019-10-30 17:41:00,1
