17,"select top # p.objid as name, p.ra, p.dec from galaxy p, specobj s where p.objid = s.bestobjid"
2019-02-17 15:00:00,1
2019-03-10 02:42:00,1
2019-03-10 02:45:00,1
2019-04-07 22:19:00,1
2019-04-09 04:54:00,1
2019-05-06 18:15:00,1
2019-06-19 13:16:00,1
2019-09-05 04:06:00,1
2019-09-12 01:09:00,1
2019-09-19 13:49:00,1
2019-11-08 22:03:00,1
2019-11-08 22:07:00,1
2019-11-08 22:58:00,1
2019-12-09 22:23:00,1
2019-12-13 08:50:00,1
2019-12-13 08:51:00,1
2019-12-17 10:27:00,1
