3,"select specObjID, v.ra1, v.dec1, redshift, sigmaStars, sigmaStarsErr, bpt, Flux_OII_#, Flux_OII_#_Err, Flux_OII_#, Flux_OII_#_Err, Flux_NeIII_#, Flux_NeIII_#_Err, Flux_NeIII_#, Flux_NeIII_#_Err, Flux_Hg_#, Flux_Hg_#_Err, Flux_OIII_#, EW_OIII_#_Err, Flux_HeII_#, Flux_HeII_#_Err, Flux_Hb_#, Flux_Hb_#_Err, Sigma_OIII_#, Sigma_OIII_#_Err, Flux_OIII_#, Flux_OIII_#_Err, Flux_OI_#, Flux_OI_#_Err, Flux_NII_#, Flux_NII_#_Err, Sigma_Ha_#, Sigma_Ha_#_Err, Flux_Ha_#, Flux_Ha_#_Err, Flux_NII_#, Flux_NII_#_Err, Flux_SII_#, Flux_SII_#_Err, Flux_SII_#, Flux_SII_#_Err INTO mydb.Emlvspz from mydb.vspz_ph as v JOIN EmissionLinesPort as E on v.specobjid = e.specobjid"
2019-03-31 08:33:00,2
2019-03-31 08:36:00,1
