8,select top # * from [SDSSimagingSample]
2019-02-11 06:25:00,1
2019-02-11 06:45:00,2
2019-02-11 13:48:00,2
2019-02-11 13:49:00,1
2019-05-23 05:29:00,1
2019-10-02 16:23:00,1
