7,"select ra, dec, spectroflux_g, spectroflux_i, elodiesptype, elodieteff, elodielogg, elodiefeh, elodiez, elodiezerr into MyDB.spectra from SpecObj where class = #"
2019-06-07 12:20:00,1
2019-06-07 12:40:00,1
2019-06-07 12:54:00,1
2019-06-07 13:03:00,1
2019-06-07 13:07:00,1
2019-06-07 13:09:00,2
