2,"SELECT TOP # pz.objID, pz.z, pz.zErr, pz.absMagU, pz.absMagG, pz.absMagR, pz.absMagI, pz.absMagZ, p.objID, p.type, p.b, p.l, p.ra.p.dec FROM Photoz AS pz JOIN PhotoObj AS p ON pz.objID = p.objID WHERE p.type = # AND pz.z BETWEEN # AND #"
2019-01-05 16:12:00,1
2019-01-05 16:15:00,1
