7,"SELECT TOP # p.objid, p.ra, p.dec, p.b, p.l, p.u, p.g, p.r, p.i, p.z, s.class, s.z as redshift FROM PhotoObj AS p JOIN SpecObj AS s ON s.bestobjid = p.objid WHERE s.z BETWEEN # AND # AND (s.class = # OR s.class = #)"
2019-10-12 11:38:00,1
2019-10-12 11:58:00,1
2019-10-12 12:04:00,1
2019-10-12 12:56:00,1
2019-10-12 12:57:00,1
2019-10-12 13:01:00,1
2019-10-12 13:02:00,1
