369,"SELECT DISTINCT s.instrument, s.run2d, s.plate, s.mjd, s.fiberID FROM PhotoObjAll AS p JOIN SpecObjAll s ON p.objID = s.bestObjID WHERE (s.plate = # AND s.fiberid = #)"
2019-01-01 15:58:00,1
2019-01-01 15:59:00,1
2019-01-01 18:16:00,1
2019-01-02 01:06:00,1
2019-01-02 01:08:00,1
2019-01-02 20:41:00,1
2019-01-02 20:46:00,1
2019-01-08 13:20:00,1
2019-01-08 21:54:00,2
2019-01-08 21:55:00,1
2019-01-08 22:24:00,1
2019-01-08 23:13:00,1
2019-01-10 15:56:00,1
2019-01-16 11:42:00,1
2019-01-25 06:49:00,1
2019-01-25 08:02:00,1
2019-01-25 09:45:00,2
2019-01-25 17:50:00,1
2019-01-25 17:51:00,1
2019-01-25 18:40:00,1
2019-01-25 18:47:00,1
2019-01-25 19:46:00,1
2019-01-25 19:48:00,1
2019-01-25 19:55:00,1
2019-01-25 19:56:00,1
2019-01-25 19:58:00,1
2019-01-25 19:59:00,1
2019-01-25 20:08:00,1
2019-01-25 20:24:00,1
2019-01-25 21:12:00,1
2019-01-25 21:16:00,1
2019-01-25 22:01:00,1
2019-01-25 22:03:00,1
2019-01-25 23:24:00,1
2019-01-25 23:25:00,1
2019-01-26 00:01:00,1
2019-01-26 00:05:00,1
2019-01-28 17:55:00,1
2019-01-29 04:39:00,1
2019-01-29 16:33:00,1
2019-01-29 16:57:00,1
2019-01-29 17:03:00,1
2019-01-29 22:23:00,1
2019-01-30 00:57:00,1
2019-01-30 00:58:00,1
2019-01-30 22:19:00,1
2019-01-30 22:23:00,1
2019-01-31 22:40:00,1
2019-02-01 19:37:00,1
2019-02-01 19:38:00,1
2019-02-04 10:35:00,1
2019-02-05 14:51:00,1
2019-02-05 14:58:00,1
2019-02-05 18:41:00,1
2019-02-05 18:49:00,1
2019-02-05 18:53:00,1
2019-02-05 18:57:00,1
2019-02-06 12:16:00,1
2019-02-07 14:34:00,1
2019-02-07 15:55:00,1
2019-02-07 16:19:00,1
2019-02-14 15:56:00,1
2019-02-14 16:00:00,1
2019-02-15 00:24:00,1
2019-02-15 00:32:00,1
2019-02-15 17:47:00,1
2019-02-20 10:02:00,1
2019-02-20 10:03:00,1
2019-02-21 16:14:00,1
2019-02-21 20:35:00,1
2019-02-23 07:37:00,2
2019-02-28 15:51:00,2
2019-03-07 20:35:00,1
2019-03-12 18:27:00,1
2019-03-12 18:28:00,1
2019-03-14 16:09:00,1
2019-03-14 16:11:00,1
2019-03-18 23:26:00,2
2019-03-19 01:01:00,2
2019-03-19 19:46:00,2
2019-03-22 13:45:00,2
2019-03-25 14:54:00,1
2019-03-25 15:01:00,1
2019-03-25 15:21:00,1
2019-03-25 15:25:00,1
2019-03-26 03:56:00,1
2019-03-26 03:57:00,1
2019-03-26 19:36:00,2
2019-03-26 20:39:00,1
2019-03-26 20:40:00,1
2019-03-27 00:07:00,2
2019-03-27 07:11:00,1
2019-03-27 07:14:00,1
2019-03-28 20:40:00,1
2019-03-28 20:43:00,1
2019-04-03 04:03:00,1
2019-04-03 04:04:00,1
2019-04-04 15:48:00,1
2019-04-04 15:49:00,1
2019-04-09 01:13:00,2
2019-04-09 21:25:00,1
2019-04-09 21:26:00,1
2019-04-10 00:53:00,2
2019-04-10 16:09:00,1
2019-04-10 16:18:00,1
2019-04-10 18:51:00,1
2019-04-10 18:53:00,1
2019-04-10 20:29:00,1
2019-04-10 20:31:00,1
2019-04-18 16:20:00,2
2019-04-20 05:02:00,1
2019-04-20 05:03:00,1
2019-04-24 19:15:00,1
2019-04-24 19:17:00,1
2019-04-25 01:01:00,1
2019-04-25 01:03:00,1
2019-05-02 02:54:00,2
2019-05-03 00:04:00,2
2019-05-03 18:23:00,2
2019-05-03 23:07:00,2
2019-05-07 14:07:00,1
2019-05-09 15:53:00,2
2019-05-13 16:06:00,2
2019-05-14 15:20:00,1
2019-05-14 15:23:00,1
2019-05-14 16:39:00,1
2019-05-14 16:40:00,1
2019-05-15 08:00:00,2
2019-05-15 22:39:00,1
2019-05-15 22:42:00,1
2019-05-16 08:46:00,2
2019-05-16 09:56:00,2
2019-05-16 14:05:00,1
2019-05-17 17:02:00,2
2019-05-19 12:10:00,1
2019-05-19 12:11:00,1
2019-05-20 14:41:00,2
2019-05-20 15:30:00,1
2019-05-20 15:31:00,1
2019-05-21 14:27:00,1
2019-05-21 14:28:00,1
2019-05-21 15:23:00,1
2019-05-21 15:27:00,1
2019-05-21 15:32:00,1
2019-05-21 15:34:00,1
2019-05-21 16:16:00,2
2019-05-21 19:11:00,2
2019-05-23 15:59:00,2
2019-05-23 22:59:00,1
2019-05-23 23:00:00,1
2019-05-27 20:25:00,2
2019-05-27 22:36:00,2
2019-06-03 01:03:00,2
2019-06-03 01:06:00,2
2019-06-03 05:29:00,2
2019-06-03 05:44:00,1
2019-06-03 05:45:00,1
2019-06-04 18:31:00,2
2019-06-04 19:00:00,2
