9,select top # * from Star
2019-05-31 21:43:00,1
2019-09-10 04:44:00,1
2019-09-10 04:45:00,1
2019-09-10 04:48:00,1
2019-09-10 05:09:00,1
2019-09-10 05:14:00,2
2019-10-17 16:09:00,1
2019-10-17 16:10:00,1
