6,select top # * from [final_output0#]
2019-08-07 04:56:00,1
2019-08-07 04:59:00,1
2019-08-07 05:02:00,1
2019-08-07 05:14:00,1
2019-08-07 05:17:00,1
2019-08-07 05:19:00,1
