21,"select p.objid, p.ra, p.dec, p.u, p.g, p.r, p.i, p.z from galaxy p, dbo.fgetNearByObjEq (#, #, #) n where p.objid = n.objid"
2019-01-12 01:55:00,1
2019-01-12 01:58:00,1
2019-03-13 10:15:00,1
2019-03-13 10:17:00,1
2019-04-30 19:03:00,1
2019-05-28 12:42:00,1
2019-05-28 12:43:00,1
2019-05-28 12:45:00,1
2019-05-28 12:49:00,1
2019-06-03 03:44:00,1
2019-06-27 08:24:00,1
2019-06-27 08:25:00,5
2019-06-27 08:43:00,2
2019-11-06 10:39:00,1
2019-12-07 00:45:00,2
