11,"select top # elodieFeH, elodieTEff, elodieObject, elodieSpType, elodieLogG, elodieBV from specObj where elodieTEff > # AND class = STAR AND"
2019-06-26 08:40:00,1
2019-06-26 08:41:00,2
2019-06-26 08:42:00,3
2019-06-26 08:43:00,1
2019-06-26 08:44:00,1
2019-06-26 08:45:00,1
2019-06-26 08:47:00,2
