24,SELECT count (z)
2019-02-07 14:31:00,1
2019-03-10 13:45:00,1
2019-03-10 13:46:00,1
2019-03-10 13:47:00,3
2019-03-10 13:48:00,4
2019-03-10 13:49:00,2
2019-03-10 13:50:00,3
2019-03-10 13:51:00,2
2019-04-09 14:17:00,1
2019-04-09 14:22:00,2
2019-08-06 13:03:00,2
2019-08-06 13:08:00,1
2019-08-06 13:09:00,1
