22,"SELECT TOP # p.objid, p.run, p.rerun, p.camcol, p.field, p.obj, p.type, p.ra, p.dec, p.u, p.g, p.r, p.i, p.z, p.Err_u, p.Err_g, p.Err_r, p.Err_i, p.Err_z, s.specobjid FROM PhotoObj AS p JOIN SpecObj AS s ON s.bestobjid = p.objid WHERE p.ra BETWEEN # AND # AND p.dec BETWEEN # AND #"
2019-01-12 13:57:00,2
2019-01-12 13:59:00,1
2019-01-12 14:01:00,1
2019-01-14 17:13:00,1
2019-01-14 17:14:00,2
2019-01-14 17:17:00,1
2019-01-19 04:41:00,2
2019-01-19 04:47:00,1
2019-01-19 04:49:00,1
2019-01-19 04:54:00,1
2019-01-19 04:55:00,1
2019-01-19 04:56:00,1
2019-01-19 05:06:00,1
2019-01-19 05:22:00,1
2019-01-19 05:24:00,1
2019-02-05 00:13:00,1
2019-02-05 00:20:00,1
2019-02-05 00:21:00,1
2019-02-05 00:22:00,1
