14,"SELECT #'#'# as objID, p.run, p.rerun, p.camcol, p.field, p.obj, p.type, p.ra, p.dec, f.mjd_u, f.mjd_g, f.mjd_r, f.mjd_i, f.mjd_z, p.u, p.g, p.r, p.i, p.z, p.Err_u, p.Err_g, p.Err_r, p.Err_i, p.Err_z FROM fGetNearbyObjEq (#, #, #) n, PhotoPrimary p, Field f WHERE n.objID = p.objID and p.run = f.run and p.rerun = f.rerun and p.camcol = f.camcol and p.field = f.field) UNION (SELECT #'#'# as objID, p.run, p.rerun, p.camcol, p.field, p.obj, p.type, p.ra, p.dec, f.mjd_u, f.mjd_g, f.mjd_r, f.mjd_i, f.mjd_z, p.u, p.g, p.r, p.i, p.z, p.Err_u, p.Err_g, p.Err_r, p.Err_i, p.Err_z FROM fGetNearbyObjEq (#, #, #) n, PhotoPrimary p, Field f WHERE n.objID = p.objID and p.run = f.run and p.rerun = f.rerun and p.camcol = f.camcol and p.field = f.field) UNION (SELECT #'#'# as objID, p.run, p.rerun, p.camcol, p.field, p.obj, p.type, p.ra, p.dec, f.mjd_u, f.mjd_g, f.mjd_r, f.mjd_i, f.mjd_z, p.u, p.g, p.r, p.i, p.z, p.Err_u, p.Err_g, p.Err_r, p.Err_i, p.Err_z FROM fGetNearbyObjEq (#, #, #) n, PhotoPrimary p, Field f WHERE n.objID = p.objID and p.run = f.run and p.rerun = f.rerun and p.camcol = f.camcol and p.field = f.field) UNION (SELECT #'#'# as objID, p.run, p.rerun, p.camcol, p.field, p.obj, p.type, p.ra, p.dec, f.mjd_u, f.mjd_g, f.mjd_r, f.mjd_i, f.mjd_z, p.u, p.g, p.r, p.i, p.z, p.Err_u, p.Err_g, p.Err_r, p.Err_i, p.Err_z FROM fGetNearbyObjEq (#, #, #) n, PhotoPrimary p, Field f WHERE n.objID = p.objID and p.run = f.run and p.rerun = f.rerun and p.camcol = f.camcol and p.field = f.field) UNION (SELECT #'#'# as objID, p.run, p.rerun, p.camcol, p.field, p.obj, p.type, p.ra, p.dec, f.mjd_u, f.mjd_g, f.mjd_r, f.mjd_i, f.mjd_z, p.u, p.g, p.r, p.i, p.z, p.Err_u, p.Err_g, p.Err_r, p.Err_i, p.Err_z FROM fGetNearbyObjEq (#, #, #) n, PhotoPrimary p, Field f WHERE n.objID = p.objID and p.run = f.run and p.rerun = f.rerun and p.camcol = f.camcol and p.field = f.field) UNION (SELECT #'#'# as objID, p.run, p.rerun, p.camcol, p.field, p.obj, p.type, p.ra, p.dec, f.mjd_u, f.mjd_g, f.mjd_r, f.mjd_i, f.mjd_z, p.u, p.g, p.r, p.i, p.z, p.Err_u, p.Err_g, p.Err_r, p.Err_i, p.Err_z FROM fGetNearbyObjEq (#, #, #) n, PhotoPrimary p, Field f WHERE n.objID = p.objID and p.run = f.run and p.rerun = f.rerun and p.camcol = f.camcol and p.field = f.field) UNION (SELECT #'#'# as objID, p.run, p.rerun, p.camcol, p.field, p.obj, p.type, p.ra, p.dec, f.mjd_u, f.mjd_g, f.mjd_r, f.mjd_i, f.mjd_z, p.u, p.g, p.r, p.i, p.z, p.Err_u, p.Err_g, p.Err_r, p.Err_i, p.Err_z FROM fGetNearbyObjEq (#, #, #) n, PhotoPrimary p, Field f WHERE n.objID = p.objID and p.run = f.run and p.rerun = f.rerun and p.camcol = f.camcol and p.field = f.field) UNION (SELECT #'#'# as objID, p.run, p.rerun, p.camcol, p.field, p.obj, p.type, p.ra, p.dec, f.mjd_u, f.mjd_g, f.mjd_r, f.mjd_i, f.mjd_z, p.u, p.g, p.r, p.i, p.z, p.Err_u, p.Err_g, p.Err_r, p.Err_i, p.Err_z FROM fGetNearbyObjEq (#, #, #) n, PhotoPrimary p, Field f WHERE n.objID = p.objID and p.run = f.run and p.rerun = f.rerun and p.camcol = f.camcol and p.field = f.field) UNION (SELECT #'#'# as objID, p.run, p.rerun, p.camcol, p.field, p.obj, p.type, p.ra, p.dec, f.mjd_u, f.mjd_g, f.mjd_r, f.mjd_i, f.mjd_z, p.u, p.g, p.r, p.i, p.z, p.Err_u, p.Err_g, p.Err_r, p.Err_i, p.Err_z FROM fGetNearbyObjEq (#, #, #) n, PhotoPrimary p, Field f WHERE n.objID = p.objID and p.run = f.run and p.rerun = f.rerun and p.camcol = f.camcol and p.field = f.field) UNION (SELECT #'#'# as objID, p.run, p.rerun, p.camcol, p.field, p.obj, p.type, p.ra, p.dec, f.mjd_"
2019-08-01 09:38:00,1
2019-08-01 09:39:00,1
2019-08-01 09:41:00,1
2019-08-01 09:43:00,1
2019-08-01 09:45:00,1
2019-08-01 09:46:00,1
2019-08-01 09:49:00,1
2019-08-01 09:50:00,1
2019-08-01 09:51:00,1
2019-08-01 09:53:00,1
2019-08-01 09:57:00,1
2019-08-01 09:58:00,1
2019-08-01 10:10:00,1
2019-08-01 10:17:00,1
