14,"SELECT number, name as courseName, description, credits FROM courses"
2019-02-18 15:24:00,1
2019-02-18 15:39:00,1
2019-02-18 15:40:00,1
2019-02-18 15:41:00,2
2019-02-18 15:42:00,3
2019-02-18 15:43:00,2
2019-02-18 15:46:00,1
2019-02-18 15:52:00,1
2019-02-18 15:54:00,1
2019-02-18 15:57:00,1
