7,select top # * from [s8#qsoLC]
2019-08-01 20:01:00,1
2019-08-02 11:11:00,1
2019-08-02 11:32:00,1
2019-09-18 17:16:00,1
2019-09-30 16:15:00,1
2019-10-02 14:29:00,1
2019-10-02 14:33:00,1
