9,SELECT * FROM Mag2#_#area3
2019-12-11 01:47:00,2
2019-12-11 01:48:00,1
2019-12-12 04:36:00,2
2019-12-16 08:14:00,2
2019-12-16 08:27:00,1
2019-12-16 08:28:00,1
