2,"SELECT TOP # poa.objID, p.objID, poa.ra, poa.dec, p.z, poa.petroMag_u, FROM Photoz p, PhotoObjAll poa, dbo.fGetNearbyObjEq (#, #, #) n WHERE p.z BETWEEN # and # AND poa.objID = p.objID AND poa.objID = n.objID"
2019-01-15 10:05:00,1
2019-01-15 10:06:00,1
