4,"SELECT TOP # G.modelFluxIvar_i, G.modelFluxIvar_z, GN.distance FROM dbo.fGetNearbyObjEq (#, #, #) AS GN JOIN Galaxy AS G ON GN.objID = G.objID JOIN PhotoTag AS pt ON pt.objID = G.objID JOIN Photoz AS pz ON GN.objID = pz.objID ORDER by distance"
2019-03-28 14:22:00,1
2019-03-28 14:36:00,1
2019-03-28 14:52:00,1
2019-04-03 08:37:00,1
