6,select top # * from [table2]
2019-03-05 13:33:00,1
2019-06-06 05:53:00,1
2019-09-12 13:12:00,1
2019-11-11 02:26:00,1
2019-12-04 01:22:00,1
2019-12-04 01:30:00,1
