10,"select source = run1, target = run2, weight = sum (cts) from astrometry.budavari.S8#r2# where type1 = # and type2 = # and arcsec< # and (run1 IN () and run2 IN () ) and mid1 = mid2 group by run1, run2 having sum (cts) > # order by weight desc"
2019-11-05 14:23:00,3
2019-11-05 14:24:00,1
2019-11-05 14:26:00,2
2019-11-05 16:48:00,2
2019-11-05 16:49:00,2
