24,"select mjd, plate from plateX where plate < = # order by plate"
2019-01-09 09:07:00,1
2019-02-13 16:12:00,2
2019-02-13 16:13:00,2
2019-02-13 16:43:00,1
2019-02-21 21:43:00,2
2019-05-10 10:46:00,1
2019-06-20 08:45:00,1
2019-07-10 09:09:00,1
2019-07-18 03:52:00,1
2019-07-24 06:37:00,2
2019-08-14 14:16:00,1
2019-08-14 20:38:00,2
2019-08-20 14:46:00,1
2019-10-06 18:44:00,1
2019-10-25 07:14:00,1
2019-11-27 06:53:00,2
2019-12-11 12:38:00,2
